"Sample","N^-0.5","N^-0.75","N^-1","White Noise","Golden Ratio","Golden Ratio2","Hammersley","Sobol","Blue Noise","Projective Blue Noise","Projective Blue Noise 2"
"465","0.046374","0.009986","0.002151","0.001811","0.000892","0.006746","0.143013","0.000228","0.000334","0.002006","0.002129"
"466","0.046324","0.009970","0.002146","0.001454","0.000778","0.006334","0.142807","0.000594","0.000378","0.001666","0.002722"
"467","0.046274","0.009954","0.002141","0.002140","0.000013","0.005963","0.142903","0.001032","0.000064","0.001152","0.002061"
"468","0.046225","0.009938","0.002137","0.002716","0.000283","0.006333","0.142328","0.000709","0.000366","0.000791","0.002417"
"469","0.046176","0.009922","0.002132","0.002644","0.000210","0.006303","0.142517","0.001492","0.000747","0.000789","0.002320"
"470","0.046127","0.009907","0.002128","0.002264","0.000076","0.007073","0.142128","0.001446","0.001036","0.000551","0.002447"
"471","0.046078","0.009891","0.002123","0.002292","0.000493","0.006394","0.142084","0.001193","0.001212","0.000130","0.002152"
"472","0.046029","0.009875","0.002119","0.002746","0.000260","0.006515","0.141337","0.000610","0.000529","0.000274","0.002488"
"473","0.045980","0.009859","0.002114","0.002516","0.000025","0.006074","0.141549","0.001183","0.000132","0.001018","0.002688"
"474","0.045932","0.009844","0.002110","0.002427","0.000344","0.006415","0.141252","0.001477","0.000608","0.000717","0.003133"
"475","0.045883","0.009828","0.002105","0.001974","0.000494","0.006247","0.141276","0.001484","0.000890","0.001258","0.003078"
"476","0.045835","0.009813","0.002101","0.001536","0.001351","0.005980","0.140619","0.000731","0.000301","0.000816","0.002586"
"477","0.045787","0.009797","0.002096","0.001909","0.000792","0.006555","0.140755","0.001052","0.000678","0.001191","0.001748"
"478","0.045739","0.009782","0.002092","0.001525","0.000983","0.006443","0.140279","0.000776","0.000941","0.000522","0.002214"
"479","0.045691","0.009767","0.002088","0.001458","0.000673","0.006122","0.140152","0.000783","0.001212","0.000561","0.001593"
"480","0.045644","0.009751","0.002083","0.001525","0.001194","0.005518","0.139336","0.000135","0.001219","0.000770","0.001865"
"481","0.045596","0.009736","0.002079","0.002232","0.001055","0.005734","0.139554","0.000153","0.001183","0.000731","0.002505"
"482","0.045549","0.009721","0.002075","0.002492","0.000919","0.006585","0.139364","0.000032","0.001679","0.000932","0.002793"
"483","0.045502","0.009706","0.002070","0.001926","0.001545","0.006041","0.139456","0.000088","0.001841","0.000770","0.003184"
"484","0.045455","0.009691","0.002066","0.001363","0.001583","0.006213","0.138916","0.000241","0.001812","0.000011","0.002803"
"485","0.045408","0.009676","0.002062","0.001083","0.001327","0.005947","0.139090","0.000514","0.002317","0.000193","0.002692"
"486","0.045361","0.009661","0.002058","0.001845","0.000834","0.006544","0.138728","0.000359","0.001814","0.000590","0.001925"
"487","0.045314","0.009646","0.002053","0.001061","0.001159","0.005773","0.138690","0.000205","0.001999","0.000956","0.002399"
"488","0.045268","0.009631","0.002049","0.000608","0.002031","0.005676","0.137984","0.000384","0.002108","0.001425","0.001647"
"489","0.045222","0.009617","0.002045","0.000138","0.001558","0.006268","0.138177","0.000162","0.001846","0.001295","0.001418"
"490","0.045175","0.009602","0.002041","0.000003","0.001748","0.006396","0.137902","0.000512","0.001391","0.001732","0.001935"
"491","0.045129","0.009587","0.002037","0.000273","0.001648","0.006094","0.137926","0.000502","0.001829","0.001520","0.002721"
"492","0.045083","0.009573","0.002033","0.000124","0.002339","0.005642","0.137307","0.000083","0.001744","0.001061","0.002261"
"493","0.045038","0.009558","0.002028","0.000177","0.001633","0.005952","0.137434","0.000458","0.002443","0.001040","0.002583"
"494","0.044992","0.009543","0.002024","0.000109","0.001595","0.005592","0.136987","0.000449","0.002870","0.000700","0.002608"
"495","0.044947","0.009529","0.002020","0.000304","0.002174","0.005118","0.136871","0.000795","0.002670","0.000712","0.002041"
"496","0.044901","0.009515","0.002016","0.000956","0.002461","0.005211","0.136097","0.000262","0.002559","0.000497","0.001962"
"497","0.044856","0.009500","0.002012","0.000693","0.002181","0.005136","0.136286","0.000779","0.002167","0.001357","0.002082"
"498","0.044811","0.009486","0.002008","0.000290","0.001826","0.005853","0.136052","0.000899","0.002363","0.001249","0.002082"
"499","0.044766","0.009472","0.002004","0.000315","0.002246","0.005179","0.136098","0.000887","0.002143","0.001860","0.001228"
"500","0.044721","0.009457","0.002000","0.000823","0.002064","0.005135","0.135528","0.000358","0.002587","0.002461","0.000907"
"501","0.044677","0.009443","0.001996","0.000902","0.001640","0.004700","0.135663","0.000871","0.002405","0.002343","0.000294"
"502","0.044632","0.009429","0.001992","0.001382","0.000988","0.005051","0.135262","0.000858","0.001776","0.003060","0.000393"
"503","0.044588","0.009415","0.001988","0.000904","0.001065","0.004732","0.135177","0.000977","0.001601","0.003019","0.000145"
"504","0.044544","0.009401","0.001984","0.000873","0.001828","0.004409","0.134452","0.000161","0.001814","0.002383","0.000561"
"505","0.044499","0.009387","0.001980","0.000554","0.001205","0.004793","0.134612","0.000363","0.001723","0.002358","0.000820"
"506","0.044455","0.009373","0.001976","0.000569","0.001205","0.004692","0.134295","0.000670","0.001961","0.002482","0.001157"
"507","0.044412","0.009359","0.001972","0.000499","0.000886","0.004243","0.134274","0.000975","0.002486","0.001711","0.001149"
"508","0.044368","0.009345","0.001969","0.001071","0.001371","0.003625","0.133631","0.000337","0.002240","0.001193","0.000922"
"509","0.044324","0.009332","0.001965","0.000888","0.000562","0.003727","0.133717","0.000799","0.002289","0.001146","0.001015"
"510","0.044281","0.009318","0.001961","0.000849","0.000316","0.004459","0.133237","0.000367","0.002155","0.000543","0.001221"
"511","0.044237","0.009304","0.001957","0.000551","0.000745","0.004669","0.133076","0.000064","0.002747","0.000256","0.000361"
"512","0.044194","0.009291","0.001953","0.000007","0.000801","0.004635","0.132289","0.000808","0.003264","0.000538","0.000029"
"513","0.044151","0.009277","0.001949","0.000082","0.000387","0.004386","0.132462","0.000581","0.002587","0.000612","0.000488"
"514","0.044108","0.009264","0.001946","0.000615","0.000143","0.004896","0.132297","0.000598","0.002869","0.000868","0.001339"
"515","0.044065","0.009250","0.001942","0.000810","0.000056","0.004641","0.132374","0.000931","0.002069","0.001198","0.001077"
"516","0.044023","0.009237","0.001938","0.001086","0.000315","0.004398","0.131893","0.001502","0.002077","0.001591","0.000792"
"517","0.043980","0.009223","0.001934","0.000415","0.000055","0.004756","0.132036","0.001025","0.001231","0.001436","0.000436"
"518","0.043937","0.009210","0.001931","0.000561","0.000030","0.004890","0.131715","0.001076","0.001613","0.001206","0.000166"
"519","0.043895","0.009197","0.001927","0.000992","0.000122","0.005671","0.131682","0.000880","0.001817","0.001363","0.000387"
"520","0.043853","0.009183","0.001923","0.001529","0.000477","0.005139","0.131047","0.001652","0.001002","0.001571","0.000351"
"521","0.043811","0.009170","0.001919","0.002261","0.000389","0.005315","0.131202","0.001446","0.001337","0.002164","0.000073"
"522","0.043769","0.009157","0.001916","0.001461","0.000202","0.005028","0.130958","0.001092","0.002018","0.002019","0.000134"
"523","0.043727","0.009144","0.001912","0.001558","0.000297","0.005483","0.130978","0.000836","0.002400","0.002025","0.000238"
"524","0.043685","0.009131","0.001908","0.001945","0.000039","0.005372","0.130422","0.001195","0.002975","0.001834","0.000525"
"525","0.043644","0.009118","0.001905","0.002689","0.000780","0.005242","0.130526","0.000537","0.003341","0.002297","0.000898"
"526","0.043602","0.009105","0.001901","0.003062","0.000350","0.005824","0.130128","0.000808","0.003746","0.001916","0.000906"
"527","0.043561","0.009092","0.001898","0.003003","0.000594","0.005850","0.130025","0.000924","0.003855","0.001081","0.001582"
"528","0.043519","0.009079","0.001894","0.003200","0.000430","0.005629","0.129325","0.001654","0.003333","0.001614","0.001348"
"529","0.043478","0.009066","0.001890","0.002637","0.001007","0.005156","0.129473","0.001386","0.004035","0.001937","0.001223"
"530","0.043437","0.009053","0.001887","0.002607","0.000340","0.005430","0.129265","0.001070","0.004115","0.002599","0.001479"
"531","0.043396","0.009040","0.001883","0.002469","0.000314","0.006231","0.129302","0.000669","0.004554","0.002897","0.001653"
"532","0.043355","0.009027","0.001880","0.002973","0.000928","0.005801","0.128789","0.000956","0.005206","0.003536","0.002021"
"533","0.043315","0.009015","0.001876","0.003594","0.001090","0.005975","0.128899","0.000265","0.004950","0.003509","0.002103"
"534","0.043274","0.009002","0.001873","0.004099","0.000908","0.005892","0.128540","0.000323","0.004476","0.003933","0.001512"
"535","0.043234","0.008989","0.001869","0.003800","0.000554","0.006512","0.128464","0.000529","0.004184","0.003674","0.000817"
"536","0.043193","0.008977","0.001866","0.004318","0.000948","0.005858","0.127807","0.001028","0.003773","0.003028","0.000999"
"537","0.043153","0.008964","0.001862","0.004348","0.000675","0.005831","0.127934","0.000517","0.003079","0.003644","0.000750"
"538","0.043113","0.008952","0.001859","0.004798","0.000314","0.006392","0.127650","0.000273","0.002945","0.003379","0.000580"
"539","0.043073","0.008939","0.001855","0.004425","0.000528","0.006615","0.127629","0.000257","0.003290","0.002805","0.000029"
"540","0.043033","0.008927","0.001852","0.004693","0.000554","0.006376","0.127047","0.000930","0.003384","0.002291","0.000181"
"541","0.042993","0.008915","0.001848","0.005026","0.001257","0.006071","0.127115","0.000650","0.002984","0.002903","0.000189"
"542","0.042954","0.008902","0.001845","0.005508","0.000679","0.006436","0.126683","0.000900","0.003156","0.003147","0.000778"
"543","0.042914","0.008890","0.001842","0.005804","0.000724","0.006246","0.126539","0.000869","0.002466","0.003296","0.000630"
"544","0.042875","0.008878","0.001838","0.005316","0.000366","0.005881","0.125823","0.001676","0.002993","0.003321","0.000590"
"545","0.042835","0.008865","0.001835","0.005555","0.000748","0.005999","0.125952","0.001688","0.003037","0.003169","0.000795"
"546","0.042796","0.008853","0.001832","0.006027","0.000524","0.006072","0.125756","0.001563","0.002891","0.003348","0.001294"
"547","0.042757","0.008841","0.001828","0.005704","0.000293","0.006772","0.125788","0.001469","0.002854","0.003832","0.001737"
"548","0.042718","0.008829","0.001825","0.005895","0.000745","0.006200","0.125303","0.001755","0.003360","0.003881","0.002225"
"549","0.042679","0.008817","0.001821","0.006128","0.000701","0.006198","0.125399","0.001086","0.003265","0.003875","0.002301"
"550","0.042640","0.008805","0.001818","0.006277","0.000369","0.005897","0.125061","0.001200","0.003224","0.004405","0.002610"
"551","0.042601","0.008793","0.001815","0.006347","0.000148","0.006342","0.124988","0.001352","0.003325","0.004239","0.003121"
"552","0.042563","0.008781","0.001812","0.006703","0.000028","0.006051","0.124364","0.001876","0.003357","0.004362","0.002792"
"553","0.042524","0.008769","0.001808","0.006635","0.000757","0.005826","0.124474","0.001392","0.003542","0.004136","0.003223"
"554","0.042486","0.008757","0.001805","0.006069","0.000249","0.006234","0.124207","0.001059","0.003125","0.003891","0.003675"
"555","0.042448","0.008745","0.001802","0.005984","0.000304","0.006268","0.124185","0.001068","0.003449","0.003569","0.003367"
"556","0.042409","0.008734","0.001799","0.006375","0.000118","0.005907","0.123633","0.001576","0.003071","0.003482","0.003386"
"557","0.042371","0.008722","0.001795","0.006597","0.000654","0.005406","0.123692","0.001092","0.002747","0.003814","0.002883"
"558","0.042333","0.008710","0.001792","0.007029","0.000034","0.005583","0.123283","0.001093","0.002293","0.003700","0.003176"
"559","0.042295","0.008698","0.001789","0.006848","0.000180","0.005206","0.123146","0.000804","0.002344","0.004087","0.002908"
"560","0.042258","0.008687","0.001786","0.006849","0.000245","0.004699","0.122463","0.001208","0.002254","0.004183","0.003329"
"561","0.042220","0.008675","0.001783","0.007195","0.000414","0.004685","0.122570","0.000693","0.002054","0.004557","0.003056"
"562","0.042182","0.008664","0.001779","0.007325","0.000072","0.004513","0.122335","0.000544","0.002732","0.004569","0.002773"
"563","0.042145","0.008652","0.001776","0.007340","0.000335","0.005066","0.122330","0.000479","0.001954","0.004074","0.002421"
"564","0.042108","0.008641","0.001773","0.006546","0.000072","0.004399","0.121818","0.000912","0.001673","0.003763","0.002141"
"565","0.042070","0.008629","0.001770","0.006198","0.000306","0.004226","0.121883","0.000412","0.002084","0.004437","0.001560"
"566","0.042033","0.008618","0.001767","0.006488","0.000139","0.003733","0.121511","0.000368","0.002040","0.004203","0.000898"
"567","0.041996","0.008606","0.001764","0.007117","0.000143","0.003948","0.121400","0.000190","0.001733","0.004538","0.000650"
"568","0.041959","0.008595","0.001761","0.006750","0.000103","0.004697","0.120757","0.000882","0.001452","0.004431","0.001055"
"569","0.041922","0.008584","0.001757","0.006679","0.000710","0.004312","0.120841","0.000639","0.000825","0.004196","0.001102"
"570","0.041885","0.008572","0.001754","0.006641","0.000745","0.004562","0.120538","0.000319","0.000600","0.004634","0.000700"
"571","0.041849","0.008561","0.001751","0.007024","0.000633","0.004404","0.120479","0.000018","0.000300","0.004541","0.000818"
"572","0.041812","0.008550","0.001748","0.006926","0.000264","0.004927","0.119904","0.000495","0.000148","0.004483","0.000717"
"573","0.041776","0.008539","0.001745","0.007308","0.000602","0.004299","0.119930","0.000033","0.000442","0.004753","0.000495"
"574","0.041739","0.008527","0.001742","0.007405","0.001367","0.004292","0.119491","0.000389","0.000109","0.004635","0.001081"
"575","0.041703","0.008516","0.001739","0.007367","0.001044","0.004874","0.119317","0.000706","0.000072","0.004009","0.000513"
"576","0.041667","0.008505","0.001736","0.007061","0.001318","0.004993","0.118621","0.001433","0.000209","0.004295","0.000692"
"577","0.041631","0.008494","0.001733","0.007393","0.001276","0.004865","0.118712","0.001326","0.000336","0.004162","0.000902"
"578","0.041595","0.008483","0.001730","0.007424","0.001886","0.004538","0.118514","0.001166","0.000034","0.003638","0.000989"
"579","0.041559","0.008472","0.001727","0.007379","0.001335","0.004911","0.118520","0.000913","0.000191","0.003072","0.001537"
"580","0.041523","0.008461","0.001724","0.007226","0.001395","0.004612","0.118058","0.001311","0.000842","0.003182","0.001346"
"581","0.041487","0.008450","0.001721","0.007103","0.001977","0.004271","0.118122","0.000768","0.000388","0.003410","0.000909"
"582","0.041451","0.008439","0.001718","0.007402","0.002238","0.004492","0.117794","0.000932","0.000972","0.003782","0.000590"
"583","0.041416","0.008428","0.001715","0.008034","0.002108","0.004494","0.117707","0.001247","0.000590","0.003331","0.000704"
"584","0.041380","0.008418","0.001712","0.008408","0.001870","0.005122","0.117117","0.001612","0.000677","0.003419","0.000521"
"585","0.041345","0.008407","0.001709","0.008625","0.002308","0.004590","0.117192","0.001062","0.000825","0.003130","0.000140"
"586","0.041310","0.008396","0.001706","0.009000","0.002162","0.004634","0.116929","0.000753","0.000728","0.003301","0.000164"
"587","0.041274","0.008385","0.001704","0.008648","0.001889","0.004290","0.116887","0.000629","0.000653","0.003398","0.000382"
"588","0.041239","0.008375","0.001701","0.008769","0.001370","0.004640","0.116363","0.001184","0.001063","0.002955","0.000470"
"589","0.041204","0.008364","0.001698","0.008653","0.001497","0.004472","0.116394","0.000831","0.000954","0.002356","0.000856"
"590","0.041169","0.008353","0.001695","0.008913","0.002188","0.004263","0.116001","0.000954","0.001151","0.002996","0.001297"
"591","0.041135","0.008343","0.001692","0.008348","0.001716","0.004682","0.115855","0.000842","0.000845","0.003140","0.001358"
"592","0.041100","0.008332","0.001689","0.008123","0.001820","0.004604","0.115212","0.001352","0.000333","0.002413","0.001767"
"593","0.041065","0.008322","0.001686","0.008119","0.001587","0.004314","0.115282","0.000949","0.000153","0.002668","0.001454"
"594","0.041030","0.008311","0.001684","0.007486","0.002033","0.003843","0.115049","0.000787","0.000074","0.002635","0.001701"
"595","0.040996","0.008301","0.001681","0.007633","0.001377","0.004000","0.115022","0.000849","0.000740","0.002326","0.001727"
"596","0.040962","0.008290","0.001678","0.008038","0.001245","0.004677","0.114534","0.001149","0.000365","0.001908","0.001683"
"597","0.040927","0.008280","0.001675","0.008626","0.001706","0.004227","0.114570","0.000571","0.000065","0.002092","0.001956"
"598","0.040893","0.008269","0.001672","0.008971","0.001776","0.004294","0.114210","0.000390","0.000086","0.002238","0.001955"
"599","0.040859","0.008259","0.001669","0.008706","0.001513","0.004097","0.114088","0.000045","0.000512","0.001942","0.002530"
"600","0.040825","0.008249","0.001667","0.008785","0.001110","0.004568","0.113480","0.000722","0.000007","0.001713","0.001965"
"601","0.040791","0.008238","0.001664","0.008267","0.001359","0.003926","0.113531","0.000560","0.000494","0.002293","0.001564"
"602","0.040757","0.008228","0.001661","0.008705","0.001052","0.003814","0.113235","0.000266","0.000865","0.002263","0.001251"
"603","0.040723","0.008218","0.001658","0.008716","0.000639","0.004241","0.113159","0.000059","0.001316","0.002285","0.001336"
"604","0.040689","0.008208","0.001656","0.008717","0.000728","0.004382","0.112614","0.000387","0.000635","0.002482","0.001325"
"605","0.040656","0.008198","0.001653","0.009102","0.000654","0.004096","0.112614","0.000173","0.000855","0.001935","0.000640"
"606","0.040622","0.008187","0.001650","0.009291","0.001219","0.003698","0.112194","0.000077","0.000433","0.002079","0.000649"
"607","0.040589","0.008177","0.001647","0.009341","0.000634","0.003973","0.112014","0.000191","0.000758","0.002560","0.001203"
"608","0.040555","0.008167","0.001645","0.009355","0.000566","0.003744","0.111358","0.000690","0.000109","0.002027","0.001543"
"609","0.040522","0.008157","0.001642","0.009560","0.000172","0.003336","0.111412","0.000334","0.000433","0.002396","0.001824"
"610","0.040489","0.008147","0.001639","0.009714","0.000433","0.003373","0.111190","0.000279","0.000147","0.001998","0.001686"
"611","0.040456","0.008137","0.001637","0.010087","0.000145","0.003320","0.111159","0.000371","0.000208","0.001523","0.001444"
"612","0.040423","0.008127","0.001634","0.010570","0.000156","0.003886","0.110695","0.000833","0.000300","0.001425","0.001436"
"613","0.040390","0.008117","0.001631","0.010790","0.000150","0.003870","0.110720","0.000464","0.000391","0.001238","0.001426"
"614","0.040357","0.008107","0.001629","0.010362","0.000036","0.003796","0.110378","0.000532","0.000299","0.000682","0.002070"
"615","0.040324","0.008097","0.001626","0.009964","0.000349","0.003430","0.110259","0.000513","0.000174","0.000685","0.002230"
"616","0.040291","0.008088","0.001623","0.010270","0.000879","0.003747","0.109679","0.001089","0.000589","0.000910","0.002137"
"617","0.040258","0.008078","0.001621","0.010182","0.000825","0.004454","0.109717","0.000769","0.000307","0.001154","0.002174"
"618","0.040226","0.008068","0.001618","0.010424","0.000226","0.004169","0.109435","0.000373","0.000203","0.000554","0.001618"
"619","0.040193","0.008058","0.001616","0.010427","0.000083","0.004431","0.109359","0.000004","0.000796","0.000790","0.001468"
"620","0.040161","0.008048","0.001613","0.010671","0.000137","0.004374","0.108838","0.000379","0.001244","0.000207","0.001396"
"621","0.040129","0.008039","0.001610","0.010688","0.000390","0.004914","0.108832","0.000124","0.000886","0.000317","0.001868"
"622","0.040096","0.008029","0.001608","0.010172","0.000010","0.004412","0.108431","0.000089","0.000562","0.000051","0.001659"
"623","0.040064","0.008019","0.001605","0.010378","0.000224","0.004492","0.108258","0.000339","0.000777","0.000223","0.000970"
"624","0.040032","0.008010","0.001603","0.010526","0.000454","0.005040","0.107630","0.001022","0.000728","0.000123","0.001309"
"625","0.040000","0.008000","0.001600","0.010706","0.000163","0.005254","0.107665","0.000929","0.000789","0.000516","0.001704"
"626","0.039968","0.007990","0.001597","0.011256","0.000096","0.005156","0.107411","0.000753","0.000184","0.000601","0.001351"
"627","0.039936","0.007981","0.001595","0.011249","0.000530","0.004929","0.107349","0.000557","0.000157","0.001114","0.001693"
"628","0.039904","0.007971","0.001592","0.010939","0.000085","0.005319","0.106862","0.000705","0.000510","0.001505","0.001718"
"629","0.039873","0.007962","0.001590","0.010907","0.000215","0.005146","0.106862","0.000066","0.000647","0.001059","0.001608"
"630","0.039841","0.007952","0.001587","0.011032","0.000066","0.004916","0.106492","0.000106","0.000342","0.000781","0.001920"
"631","0.039809","0.007943","0.001585","0.011283","0.000279","0.005141","0.106341","0.000119","0.000074","0.001098","0.002127"
"632","0.039778","0.007933","0.001582","0.010922","0.000189","0.005264","0.105745","0.000665","0.000102","0.000455","0.002083"
"633","0.039746","0.007924","0.001580","0.011216","0.000056","0.005911","0.105762","0.000348","0.000129","0.000247","0.001587"
"634","0.039715","0.007915","0.001577","0.011444","0.000523","0.005467","0.105450","0.000186","0.000218","0.000422","0.001669"
"635","0.039684","0.007905","0.001575","0.011364","0.000496","0.005567","0.105342","0.000321","0.000682","0.000197","0.001395"
"636","0.039653","0.007896","0.001572","0.011829","0.000297","0.005344","0.104804","0.000873","0.000299","0.000119","0.001377"
"637","0.039621","0.007887","0.001570","0.012150","0.000109","0.005749","0.104770","0.000562","0.000499","0.000265","0.001520"
"638","0.039590","0.007877","0.001567","0.011688","0.000104","0.005588","0.104344","0.000703","0.000020","0.000237","0.001962"
"639","0.039559","0.007868","0.001565","0.011470","0.000771","0.005468","0.104140","0.000506","0.000441","0.000181","0.001817"
"640","0.039528","0.007859","0.001563","0.010855","0.000396","0.005922","0.103501","0.001186","0.000377","0.000801","0.001425"
"641","0.039498","0.007850","0.001560","0.011239","0.000544","0.005969","0.103525","0.001166","0.000528","0.001049","0.001212"
"642","0.039467","0.007841","0.001558","0.011459","0.000424","0.005750","0.103310","0.001072","0.000292","0.001098","0.001168"
"643","0.039436","0.007831","0.001555","0.011326","0.000920","0.005355","0.103266","0.000928","0.000479","0.000660","0.000492"
"644","0.039406","0.007822","0.001553","0.010635","0.000364","0.005575","0.102832","0.001142","0.000549","0.000470","0.000357"
"645","0.039375","0.007813","0.001550","0.010762","0.000317","0.005282","0.102834","0.000556","0.000325","0.000850","0.000012"
"646","0.039344","0.007804","0.001548","0.010564","0.000773","0.004909","0.102512","0.000676","0.000219","0.001236","0.000236"
"647","0.039314","0.007795","0.001546","0.010832","0.000943","0.005033","0.102390","0.000731","0.000234","0.000955","0.000065"
"648","0.039284","0.007786","0.001543","0.010914","0.000737","0.004954","0.101848","0.001246","0.000154","0.000795","0.000184"
"649","0.039253","0.007777","0.001541","0.011398","0.000438","0.005478","0.101860","0.000905","0.000301","0.000622","0.000458"
"650","0.039223","0.007768","0.001538","0.011371","0.000743","0.004931","0.101591","0.000666","0.000348","0.000146","0.000167"
"651","0.039193","0.007759","0.001536","0.011742","0.000554","0.004860","0.101506","0.000763","0.000778","0.000571","0.000040"
"652","0.039163","0.007750","0.001534","0.011727","0.000222","0.004483","0.101020","0.001256","0.000904","0.001199","0.000275"
"653","0.039133","0.007741","0.001531","0.011747","0.000330","0.004719","0.100995","0.000909","0.001359","0.001657","0.000219"
"654","0.039103","0.007732","0.001529","0.011677","0.000353","0.004472","0.100618","0.000992","0.001357","0.002320","0.000209"
"655","0.039073","0.007724","0.001527","0.011882","0.000929","0.004194","0.100448","0.000820","0.001477","0.001907","0.000565"
"656","0.039043","0.007715","0.001524","0.012137","0.000436","0.004504","0.099861","0.001224","0.001235","0.002423","0.000423"
"657","0.039014","0.007706","0.001522","0.011814","0.000431","0.004388","0.099869","0.000819","0.001240","0.002262","0.000189"
"658","0.038984","0.007697","0.001520","0.011143","0.000147","0.004032","0.099625","0.000675","0.001380","0.001954","0.000254"
"659","0.038954","0.007688","0.001517","0.011529","0.000482","0.003525","0.099552","0.000672","0.001527","0.001646","0.000397"
"660","0.038925","0.007680","0.001515","0.011150","0.000233","0.003573","0.099096","0.001022","0.001612","0.002158","0.000234"
"661","0.038895","0.007671","0.001513","0.011492","0.000022","0.004136","0.099075","0.000601","0.001037","0.002420","0.000109"
"662","0.038866","0.007662","0.001511","0.010893","0.000354","0.004241","0.098727","0.000562","0.000485","0.003050","0.000135"
"663","0.038837","0.007654","0.001508","0.010543","0.000347","0.004197","0.098575","0.000471","0.000990","0.002932","0.000070"
"664","0.038808","0.007645","0.001506","0.010700","0.000028","0.003945","0.098018","0.001012","0.000465","0.002507","0.000194"
"665","0.038778","0.007636","0.001504","0.010867","0.000405","0.004317","0.098010","0.000727","0.000313","0.002234","0.000623"
"666","0.038749","0.007628","0.001502","0.010883","0.000275","0.003690","0.097714","0.000394","0.000195","0.002103","0.000282"
"667","0.038720","0.007619","0.001499","0.011154","0.000298","0.003475","0.097601","0.000030","0.000189","0.001684","0.000621"
"668","0.038691","0.007611","0.001497","0.010774","0.000528","0.003760","0.097096","0.000396","0.000087","0.002168","0.001046"
"669","0.038662","0.007602","0.001495","0.010963","0.000515","0.003823","0.097047","0.000063","0.000091","0.002114","0.000468"
"670","0.038633","0.007594","0.001493","0.011164","0.000362","0.004402","0.096646","0.000199","0.000065","0.001812","0.000693"
"671","0.038605","0.007585","0.001490","0.010645","0.000803","0.003998","0.096447","0.000387","0.000141","0.001322","0.000116"
"672","0.038576","0.007577","0.001488","0.010055","0.000678","0.004126","0.095849","0.000897","0.000187","0.001029","0.000278"
"673","0.038547","0.007568","0.001486","0.010085","0.000522","0.003838","0.095843","0.000622","0.000023","0.001579","0.000750"
"674","0.038519","0.007560","0.001484","0.010027","0.000810","0.004136","0.095608","0.000558","0.000074","0.001593","0.000880"
"675","0.038490","0.007551","0.001481","0.009658","0.000966","0.004065","0.095533","0.000706","0.000502","0.001479","0.000812"
"676","0.038462","0.007543","0.001479","0.010188","0.001587","0.003945","0.095096","0.001058","0.000537","0.001805","0.000534"
"677","0.038433","0.007535","0.001477","0.009685","0.001232","0.004387","0.095067","0.000613","0.000322","0.001344","0.000536"
"678","0.038405","0.007526","0.001475","0.009964","0.001411","0.004322","0.094732","0.000546","0.000254","0.001533","0.000105"
"679","0.038376","0.007518","0.001473","0.010064","0.001237","0.004138","0.094584","0.000309","0.000174","0.001417","0.000319"
"680","0.038348","0.007510","0.001471","0.010339","0.001641","0.003751","0.094049","0.000871","0.000174","0.001363","0.000053"
"681","0.038320","0.007501","0.001468","0.010719","0.001102","0.003943","0.094030","0.000700","0.000466","0.000827","0.000514"
"682","0.038292","0.007493","0.001466","0.010601","0.001054","0.004566","0.093745","0.000387","0.000562","0.000816","0.000660"
"683","0.038264","0.007485","0.001464","0.010857","0.001530","0.004221","0.093633","0.000216","0.000611","0.000941","0.000626"
"684","0.038236","0.007477","0.001462","0.010453","0.001601","0.004373","0.093148","0.000500","0.000043","0.000693","0.001156"
"685","0.038208","0.007468","0.001460","0.010882","0.001458","0.004240","0.093093","0.000001","0.000658","0.000250","0.001074"
"686","0.038180","0.007460","0.001458","0.010364","0.001150","0.004695","0.092709","0.000157","0.000425","0.000590","0.001158"
"687","0.038152","0.007452","0.001456","0.010490","0.001428","0.004168","0.092515","0.000309","0.000900","0.000042","0.000742"
"688","0.038125","0.007444","0.001453","0.010276","0.001165","0.004121","0.091940","0.000902","0.000620","0.000181","0.000959"
"689","0.038097","0.007436","0.001451","0.010754","0.000870","0.004577","0.091919","0.000751","0.000592","0.000430","0.000876"
"690","0.038069","0.007428","0.001449","0.010910","0.001044","0.004730","0.091657","0.000543","0.000360","0.000609","0.000911"
"691","0.038042","0.007420","0.001447","0.011065","0.001022","0.004559","0.091556","0.000296","0.000831","0.000642","0.000631"
"692","0.038014","0.007412","0.001445","0.010902","0.001546","0.004291","0.091100","0.000559","0.000959","0.000499","0.000342"
"693","0.037987","0.007404","0.001443","0.011291","0.001076","0.004570","0.091049","0.000058","0.000620","0.000432","0.000218"
"694","0.037959","0.007396","0.001441","0.010722","0.001097","0.004380","0.090691","0.000114","0.000755","0.000652","0.000300"
"695","0.037932","0.007388","0.001439","0.010815","0.000778","0.004085","0.090516","0.000341","0.000639","0.000704","0.000189"
"696","0.037905","0.007380","0.001437","0.010847","0.001029","0.004219","0.089968","0.000660","0.000667","0.000375","0.000812"
"697","0.037878","0.007372","0.001435","0.011053","0.000864","0.004224","0.089931","0.000221","0.000797","0.000195","0.000373"
"698","0.037851","0.007364","0.001433","0.011117","0.000656","0.004769","0.089621","0.000022","0.000587","0.000342","0.000407"
"699","0.037823","0.007356","0.001431","0.011062","0.000999","0.004299","0.089482","0.000057","0.000308","0.000025","0.000184"
