"Sample","N^-0.5","N^-0.75","N^-1","White Noise","Golden Ratio","Golden Ratio2","Hammersley","Sobol","Blue Noise","Projective Blue Noise","Projective Blue Noise 2"
"700","0.037796","0.007348","0.001429","0.011105","0.000914","0.004311","0.088983","0.000454","0.000017","0.000489","0.000334"
"701","0.037769","0.007340","0.001427","0.011360","0.000649","0.004033","0.088904","0.000200","0.000161","0.000724","0.000084"
"702","0.037743","0.007332","0.001425","0.011532","0.000217","0.004333","0.088499","0.000358","0.000089","0.000907","0.000157"
"703","0.037716","0.007325","0.001422","0.011446","0.000323","0.004112","0.088280","0.000255","0.000169","0.000834","0.000212"
"704","0.037689","0.007317","0.001420","0.011546","0.000893","0.003928","0.087695","0.000622","0.000018","0.000709","0.000020"
"705","0.037662","0.007309","0.001418","0.011706","0.000480","0.004269","0.087664","0.000268","0.000073","0.000571","0.000037"
"706","0.037635","0.007301","0.001416","0.011907","0.000522","0.004256","0.087428","0.000227","0.000371","0.000981","0.000107"
"707","0.037609","0.007293","0.001414","0.012094","0.000338","0.003959","0.087336","0.000242","0.000788","0.000485","0.000015"
"708","0.037582","0.007286","0.001412","0.011972","0.000728","0.003542","0.086915","0.000653","0.000222","0.000074","0.000082"
"709","0.037556","0.007278","0.001410","0.011966","0.000172","0.003654","0.086864","0.000318","0.000109","0.000637","0.000301"
"710","0.037529","0.007270","0.001408","0.011809","0.000039","0.004200","0.086536","0.000365","0.000677","0.000413","0.000109"
"711","0.037503","0.007263","0.001406","0.011316","0.000381","0.003774","0.086378","0.000277","0.000745","0.001017","0.000118"
"712","0.037477","0.007255","0.001404","0.011149","0.000468","0.003791","0.085868","0.000812","0.000907","0.000734","0.000078"
"713","0.037450","0.007247","0.001403","0.011415","0.000202","0.003639","0.085826","0.000592","0.000741","0.001069","0.000221"
"714","0.037424","0.007240","0.001401","0.011355","0.000142","0.004041","0.085544","0.000290","0.000597","0.001107","0.000567"
"715","0.037398","0.007232","0.001399","0.010761","0.000047","0.003491","0.085418","0.000024","0.000639","0.000831","0.000588"
"716","0.037372","0.007225","0.001397","0.010756","0.000182","0.003362","0.084953","0.000410","0.000655","0.000603","0.000627"
"717","0.037346","0.007217","0.001395","0.011104","0.000556","0.003650","0.084879","0.000020","0.000646","0.001200","0.000138"
"718","0.037320","0.007210","0.001393","0.011303","0.000540","0.003779","0.084506","0.000232","0.000264","0.000789","0.000171"
"719","0.037294","0.007202","0.001391","0.011245","0.000602","0.004358","0.084308","0.000518","0.000788","0.001042","0.000558"
"720","0.037268","0.007194","0.001389","0.011342","0.000134","0.004033","0.083760","0.001110","0.000861","0.000680","0.000601"
"721","0.037242","0.007187","0.001387","0.011603","0.000159","0.004225","0.083714","0.001041","0.001364","0.000251","0.000698"
"722","0.037216","0.007180","0.001385","0.011748","0.000253","0.004049","0.083454","0.000867","0.001351","0.000060","0.000587"
"723","0.037190","0.007172","0.001383","0.011782","0.000576","0.004413","0.083338","0.000738","0.001337","0.000078","0.000593"
"724","0.037165","0.007165","0.001381","0.011343","0.000344","0.004362","0.082900","0.000877","0.001016","0.000258","0.000242"
"725","0.037139","0.007157","0.001379","0.010829","0.000260","0.004308","0.082829","0.000328","0.000725","0.000122","0.000478"
"726","0.037113","0.007150","0.001377","0.010543","0.000012","0.004757","0.082480","0.000333","0.001088","0.000172","0.000626"
"727","0.037088","0.007142","0.001376","0.010890","0.000205","0.004798","0.082298","0.000394","0.001012","0.000060","0.000098"
"728","0.037062","0.007135","0.001374","0.010797","0.000130","0.004686","0.081775","0.000799","0.001212","0.000225","0.000405"
"729","0.037037","0.007128","0.001372","0.010195","0.000581","0.004400","0.081716","0.000449","0.001111","0.000653","0.000042"
"730","0.037012","0.007120","0.001370","0.010506","0.000126","0.004667","0.081411","0.000256","0.000772","0.000749","0.000582"
"731","0.036986","0.007113","0.001368","0.010497","0.000154","0.004412","0.081262","0.000281","0.000981","0.001033","0.000239"
"732","0.036961","0.007106","0.001366","0.010742","0.000625","0.004148","0.080783","0.000699","0.000827","0.000981","0.000074"
"733","0.036936","0.007099","0.001364","0.011054","0.000784","0.004346","0.080687","0.000356","0.000681","0.001177","0.000502"
"734","0.036911","0.007091","0.001362","0.010637","0.000687","0.004318","0.080296","0.000391","0.000994","0.001404","0.000924"
"735","0.036886","0.007084","0.001361","0.010212","0.000471","0.004807","0.080073","0.000149","0.001133","0.000869","0.001139"
"736","0.036860","0.007077","0.001359","0.010189","0.000799","0.004363","0.079516","0.000686","0.000900","0.001168","0.001421"
"737","0.036835","0.007070","0.001357","0.010301","0.000638","0.004387","0.079460","0.000537","0.000476","0.001030","0.001752"
"738","0.036811","0.007062","0.001355","0.010118","0.000412","0.004078","0.079207","0.000367","0.000259","0.000671","0.002024"
"739","0.036786","0.007055","0.001353","0.009657","0.000600","0.004298","0.079090","0.000102","0.000254","0.000568","0.002617"
"740","0.036761","0.007048","0.001351","0.009976","0.000665","0.004158","0.078668","0.000362","0.000433","0.000864","0.002395"
"741","0.036736","0.007041","0.001350","0.009744","0.001201","0.003971","0.078591","0.000102","0.000818","0.000687","0.002216"
"742","0.036711","0.007034","0.001348","0.009279","0.000811","0.004317","0.078254","0.000008","0.001163","0.001130","0.001953"
"743","0.036686","0.007027","0.001346","0.008944","0.000886","0.004204","0.078075","0.000181","0.000920","0.000928","0.001722"
"744","0.036662","0.007020","0.001344","0.009157","0.000663","0.003971","0.077571","0.000517","0.000727","0.001366","0.001528"
"745","0.036637","0.007013","0.001342","0.009427","0.000981","0.003574","0.077504","0.000118","0.000730","0.001352","0.001203"
"746","0.036613","0.007006","0.001340","0.008932","0.000845","0.003665","0.077209","0.000124","0.000938","0.000835","0.001357"
"747","0.036588","0.006999","0.001339","0.008586","0.000718","0.004207","0.077060","0.000174","0.000730","0.000269","0.001121"
"748","0.036564","0.006992","0.001337","0.008647","0.001083","0.003826","0.076599","0.000262","0.000369","0.000349","0.001505"
"749","0.036539","0.006985","0.001335","0.008938","0.001092","0.003892","0.076499","0.000007","0.000342","0.000479","0.001180"
"750","0.036515","0.006978","0.001333","0.009161","0.000883","0.003716","0.076121","0.000124","0.000192","0.000027","0.001432"
"751","0.036491","0.006971","0.001332","0.009077","0.000537","0.004071","0.075904","0.000100","0.000675","0.000282","0.001356"
"752","0.036466","0.006964","0.001330","0.008608","0.000710","0.003555","0.075367","0.000561","0.000930","0.000056","0.001546"
"753","0.036442","0.006957","0.001328","0.008101","0.001259","0.003433","0.075298","0.000318","0.000730","0.000534","0.001273"
"754","0.036418","0.006950","0.001326","0.007896","0.000917","0.003761","0.075023","0.000253","0.000191","0.000147","0.001049"
"755","0.036394","0.006943","0.001325","0.008192","0.000993","0.003834","0.074885","0.000389","0.000368","0.000350","0.001612"
"756","0.036370","0.006936","0.001323","0.008373","0.000898","0.003602","0.074447","0.000700","0.000571","0.000519","0.001483"
"757","0.036346","0.006929","0.001321","0.008672","0.001326","0.003270","0.074352","0.000301","0.000687","0.000447","0.001729"
"758","0.036322","0.006922","0.001319","0.008970","0.000844","0.003452","0.073996","0.000239","0.000256","0.000907","0.001679"
"759","0.036298","0.006915","0.001318","0.009264","0.000776","0.003213","0.073794","0.000034","0.000513","0.000750","0.001631"
"760","0.036274","0.006909","0.001316","0.009354","0.001114","0.002857","0.073281","0.000574","0.000286","0.000599","0.001695"
"761","0.036250","0.006902","0.001314","0.009120","0.001280","0.002891","0.073198","0.000439","0.000545","0.000514","0.001544"
"762","0.036226","0.006895","0.001312","0.009489","0.001055","0.002830","0.072883","0.000231","0.000431","0.000414","0.001680"
"763","0.036202","0.006888","0.001311","0.009019","0.000791","0.003284","0.072712","0.000030","0.000529","0.000825","0.001432"
"764","0.036179","0.006881","0.001309","0.009324","0.001024","0.002810","0.072238","0.000256","0.000174","0.000979","0.001001"
"765","0.036155","0.006875","0.001307","0.009320","0.000889","0.002735","0.072119","0.000200","0.000068","0.000771","0.000530"
"766","0.036131","0.006868","0.001305","0.009404","0.000575","0.002417","0.071725","0.000022","0.000280","0.001143","0.000264"
"767","0.036108","0.006861","0.001304","0.009013","0.000127","0.002638","0.071486","0.000041","0.000448","0.001526","0.000251"
"768","0.036084","0.006855","0.001302","0.008798","0.000142","0.003200","0.070942","0.000538","0.000959","0.001263","0.000001"
"769","0.036061","0.006848","0.001300","0.009118","0.000618","0.002943","0.070865","0.000387","0.000593","0.001385","0.000248"
"770","0.036037","0.006841","0.001299","0.009513","0.000680","0.003158","0.070622","0.000235","0.000903","0.001442","0.000122"
"771","0.036014","0.006835","0.001297","0.009972","0.000634","0.003083","0.070498","0.000041","0.001065","0.001948","0.000148"
"772","0.035991","0.006828","0.001295","0.009997","0.000398","0.003503","0.070102","0.000212","0.000608","0.002427","0.000220"
"773","0.035967","0.006821","0.001294","0.010249","0.000690","0.003077","0.070010","0.000232","0.000075","0.002054","0.000498"
"774","0.035944","0.006815","0.001292","0.010337","0.000456","0.003114","0.069692","0.000097","0.000254","0.002584","0.000584"
"775","0.035921","0.006808","0.001290","0.010599","0.000255","0.003564","0.069514","0.000043","0.000082","0.002814","0.001113"
"776","0.035898","0.006801","0.001289","0.010304","0.000493","0.003695","0.069042","0.000351","0.000267","0.002965","0.000846"
"777","0.035875","0.006795","0.001287","0.010681","0.000506","0.003629","0.068957","0.000036","0.000246","0.003073","0.000602"
"778","0.035852","0.006788","0.001285","0.010184","0.000984","0.003432","0.068676","0.000242","0.000155","0.002730","0.000757"
"779","0.035829","0.006782","0.001284","0.009990","0.000606","0.003748","0.068525","0.000299","0.000212","0.002718","0.000349"
"780","0.035806","0.006775","0.001282","0.009761","0.000694","0.003584","0.068091","0.000141","0.000115","0.003081","0.000741"
"781","0.035783","0.006769","0.001280","0.009845","0.000430","0.003384","0.067981","0.000094","0.000081","0.003360","0.000705"
"782","0.035760","0.006762","0.001279","0.009401","0.000663","0.003576","0.067625","0.000034","0.000255","0.003420","0.000885"
"783","0.035737","0.006756","0.001277","0.009280","0.000599","0.003644","0.067413","0.000021","0.000365","0.003782","0.001104"
"784","0.035714","0.006749","0.001276","0.008880","0.000464","0.004148","0.066909","0.000436","0.000123","0.003676","0.000800"
"785","0.035692","0.006743","0.001274","0.009368","0.000828","0.003774","0.066822","0.000209","0.000156","0.003505","0.000909"
"786","0.035669","0.006736","0.001272","0.009699","0.000758","0.003868","0.066559","0.000118","0.000233","0.003703","0.000684"
"787","0.035646","0.006730","0.001271","0.009909","0.000591","0.003657","0.066416","0.000258","0.000144","0.004226","0.001024"
"788","0.035624","0.006724","0.001269","0.009955","0.000236","0.003949","0.066004","0.000540","0.000670","0.004108","0.001242"
"789","0.035601","0.006717","0.001267","0.009963","0.000376","0.003842","0.065897","0.000152","0.000547","0.004208","0.001384"
"790","0.035578","0.006711","0.001266","0.010126","0.000909","0.003727","0.065560","0.000082","0.000537","0.004092","0.000878"
"791","0.035556","0.006705","0.001264","0.010222","0.000591","0.004078","0.065362","0.000093","0.000880","0.003873","0.001068"
"792","0.035533","0.006698","0.001263","0.010408","0.000708","0.004066","0.064879","0.000423","0.000860","0.004407","0.000705"
"793","0.035511","0.006692","0.001261","0.010365","0.000574","0.003885","0.064781","0.000292","0.000912","0.004173","0.000393"
"794","0.035489","0.006686","0.001259","0.010469","0.000943","0.003554","0.064481","0.000077","0.001064","0.004273","0.000089"
"795","0.035466","0.006679","0.001258","0.010803","0.000477","0.003725","0.064310","0.000102","0.001238","0.004304","0.000020"
"796","0.035444","0.006673","0.001256","0.011188","0.000420","0.004247","0.063864","0.000127","0.001513","0.004389","0.000023"
"797","0.035422","0.006667","0.001255","0.011040","0.000794","0.003942","0.063737","0.000308","0.001462","0.004458","0.000422"
"798","0.035400","0.006660","0.001253","0.011374","0.000887","0.004041","0.063364","0.000110","0.001494","0.004140","0.000102"
"799","0.035377","0.006654","0.001252","0.011076","0.000723","0.003948","0.063133","0.000061","0.001778","0.003834","0.000280"
"800","0.035355","0.006648","0.001250","0.011150","0.000456","0.004356","0.062621","0.000229","0.001961","0.003668","0.000183"
"801","0.035333","0.006642","0.001248","0.011070","0.000684","0.003906","0.062525","0.000118","0.001795","0.003692","0.000044"
"802","0.035311","0.006635","0.001247","0.011126","0.000489","0.003843","0.062268","0.000192","0.001878","0.004204","0.000357"
"803","0.035289","0.006629","0.001245","0.011083","0.000211","0.004192","0.062123","0.000223","0.001706","0.003971","0.000712"
"804","0.035267","0.006623","0.001244","0.010696","0.000309","0.004336","0.061725","0.000108","0.001841","0.004158","0.000909"
"805","0.035245","0.006617","0.001242","0.010981","0.000296","0.004149","0.061612","0.000221","0.001689","0.004015","0.000996"
"806","0.035223","0.006611","0.001241","0.011322","0.000749","0.003907","0.061286","0.000223","0.001750","0.003996","0.001116"
"807","0.035202","0.006605","0.001239","0.011330","0.000335","0.004148","0.061090","0.000339","0.001907","0.003728","0.001617"
"808","0.035180","0.006598","0.001238","0.011090","0.000323","0.004002","0.060623","0.000107","0.001580","0.003579","0.001150"
"809","0.035158","0.006592","0.001236","0.011244","0.000060","0.003721","0.060518","0.000127","0.001903","0.003417","0.000839"
"810","0.035136","0.006586","0.001235","0.011552","0.000296","0.003788","0.060226","0.000426","0.001472","0.003427","0.000686"
"811","0.035115","0.006580","0.001233","0.010996","0.000105","0.003793","0.060055","0.000698","0.001230","0.003441","0.000340"
"812","0.035093","0.006574","0.001232","0.011256","0.000085","0.004248","0.059624","0.000396","0.001129","0.003370","0.000514"
"813","0.035072","0.006568","0.001230","0.011232","0.000180","0.003846","0.059493","0.000772","0.000855","0.003485","0.000370"
"814","0.035050","0.006562","0.001229","0.011076","0.000133","0.003806","0.059133","0.000616","0.000626","0.003208","0.000037"
"815","0.035028","0.006556","0.001227","0.011120","0.000128","0.003579","0.058905","0.000400","0.000406","0.002969","0.000148"
"816","0.035007","0.006550","0.001225","0.011321","0.000501","0.003841","0.058410","0.000133","0.000364","0.002977","0.000099"
"817","0.034986","0.006544","0.001224","0.011136","0.000418","0.003322","0.058303","0.000119","0.000506","0.003389","0.000271"
"818","0.034964","0.006538","0.001222","0.011482","0.000053","0.003136","0.058028","0.000007","0.000928","0.003231","0.000154"
"819","0.034943","0.006532","0.001221","0.011212","0.000319","0.003370","0.057866","0.000065","0.000742","0.003143","0.000149"
"820","0.034922","0.006526","0.001220","0.011156","0.000326","0.003367","0.057455","0.000104","0.000488","0.003655","0.000019"
"821","0.034900","0.006520","0.001218","0.011431","0.000480","0.003804","0.057327","0.000355","0.000572","0.003687","0.000305"
"822","0.034879","0.006514","0.001217","0.011770","0.000141","0.003442","0.056985","0.000310","0.000523","0.004190","0.000216"
"823","0.034858","0.006508","0.001215","0.012099","0.000287","0.003525","0.056770","0.000215","0.000877","0.003962","0.000164"
"824","0.034837","0.006502","0.001214","0.012328","0.000425","0.003262","0.056295","0.000176","0.000419","0.003943","0.000190"
"825","0.034816","0.006496","0.001212","0.012520","0.000177","0.003474","0.056177","0.000097","0.000151","0.003675","0.000293"
"826","0.034794","0.006490","0.001211","0.012340","0.000086","0.003435","0.055869","0.000232","0.000218","0.003461","0.000343"
"827","0.034773","0.006484","0.001209","0.012435","0.000406","0.003316","0.055680","0.000165","0.000567","0.003272","0.000097"
"828","0.034752","0.006479","0.001208","0.011911","0.000100","0.003666","0.055238","0.000239","0.000951","0.003128","0.000297"
"829","0.034731","0.006473","0.001206","0.011745","0.000238","0.003593","0.055092","0.000027","0.000486","0.003419","0.000333"
"830","0.034711","0.006467","0.001205","0.011402","0.000059","0.003454","0.054717","0.000050","0.000480","0.003164","0.000097"
"831","0.034690","0.006461","0.001203","0.011637","0.000353","0.003128","0.054472","0.000136","0.000491","0.002824","0.000314"
"832","0.034669","0.006455","0.001202","0.011116","0.000312","0.003254","0.053971","0.000256","0.000694","0.002590","0.000097"
"833","0.034648","0.006449","0.001200","0.011352","0.000250","0.003761","0.053857","0.000027","0.000302","0.002205","0.000266"
"834","0.034627","0.006444","0.001199","0.011500","0.000634","0.003468","0.053600","0.000006","0.000073","0.001993","0.000501"
"835","0.034606","0.006438","0.001198","0.011348","0.000648","0.003607","0.053444","0.000110","0.000277","0.002098","0.000826"
"836","0.034586","0.006432","0.001196","0.010829","0.000530","0.003463","0.053058","0.000409","0.000575","0.002058","0.001243"
"837","0.034565","0.006426","0.001195","0.010821","0.000253","0.003799","0.052930","0.000054","0.000478","0.001836","0.001539"
"838","0.034544","0.006420","0.001193","0.010749","0.000455","0.003352","0.052610","0.000010","0.000229","0.002022","0.001827"
"839","0.034524","0.006415","0.001192","0.010847","0.000972","0.003308","0.052408","0.000205","0.000240","0.001956","0.002143"
"840","0.034503","0.006409","0.001190","0.011167","0.000717","0.003672","0.051960","0.000265","0.000025","0.001627","0.002110"
"841","0.034483","0.006403","0.001189","0.011466","0.000863","0.003741","0.051838","0.000135","0.000183","0.001153","0.002353"
"842","0.034462","0.006398","0.001188","0.011378","0.000810","0.003594","0.051550","0.000097","0.000574","0.000729","0.002593"
"843","0.034442","0.006392","0.001186","0.011420","0.001216","0.003338","0.051370","0.000246","0.000151","0.000414","0.002625"
"844","0.034421","0.006386","0.001185","0.011723","0.000815","0.003561","0.050954","0.000017","0.000062","0.000673","0.002684"
"845","0.034401","0.006381","0.001183","0.011716","0.000818","0.003360","0.050811","0.000423","0.000373","0.000471","0.002899"
"846","0.034381","0.006375","0.001182","0.011916","0.001187","0.003111","0.050459","0.000270","0.000560","0.000639","0.002696"
"847","0.034360","0.006369","0.001181","0.011898","0.001353","0.003238","0.050229","0.000174","0.000533","0.000431","0.003074"
"848","0.034340","0.006364","0.001179","0.011565","0.001223","0.003236","0.049754","0.000310","0.000620","0.000449","0.003145"
"849","0.034320","0.006358","0.001178","0.011315","0.001029","0.003666","0.049630","0.000189","0.000833","0.000637","0.003417"
"850","0.034300","0.006352","0.001176","0.011355","0.001298","0.003272","0.049357","0.000008","0.001028","0.000680","0.003777"
"851","0.034280","0.006347","0.001175","0.010959","0.001186","0.003259","0.049185","0.000177","0.000604","0.000820","0.004030"
"852","0.034259","0.006341","0.001174","0.010774","0.000961","0.003007","0.048787","0.000027","0.000599","0.000809","0.003849"
"853","0.034239","0.006336","0.001172","0.010355","0.001069","0.003227","0.048647","0.000382","0.000083","0.001022","0.003436"
"854","0.034219","0.006330","0.001171","0.009859","0.001127","0.003070","0.048311","0.000365","0.000220","0.001318","0.003266"
"855","0.034199","0.006324","0.001170","0.010038","0.001588","0.002893","0.048093","0.000166","0.000148","0.001576","0.003547"
"856","0.034179","0.006319","0.001168","0.010328","0.001235","0.003157","0.047636","0.000110","0.000028","0.001918","0.003081"
"857","0.034159","0.006313","0.001167","0.010206","0.001266","0.003107","0.047504","0.000242","0.000346","0.002237","0.002851"
"858","0.034139","0.006308","0.001166","0.010035","0.001082","0.002871","0.047200","0.000423","0.000542","0.002395","0.002639"
"859","0.034120","0.006302","0.001164","0.010219","0.001372","0.002515","0.047004","0.000477","0.000617","0.002415","0.002467"
"860","0.034100","0.006297","0.001163","0.009846","0.000901","0.002588","0.046578","0.000073","0.000656","0.002241","0.002548"
"861","0.034080","0.006291","0.001161","0.010219","0.000775","0.003050","0.046421","0.000285","0.000345","0.002482","0.002564"
"862","0.034060","0.006286","0.001160","0.010256","0.001058","0.002700","0.046056","0.000166","0.000391","0.002734","0.002678"
"863","0.034040","0.006280","0.001159","0.010384","0.001089","0.002718","0.045809","0.000222","0.000426","0.002888","0.002755"
"864","0.034021","0.006275","0.001157","0.009938","0.000871","0.002570","0.045329","0.000273","0.000148","0.003076","0.002551"
"865","0.034001","0.006270","0.001156","0.010077","0.000566","0.002885","0.045198","0.000216","0.000041","0.002776","0.002360"
"866","0.033981","0.006264","0.001155","0.010418","0.000704","0.002419","0.044931","0.000109","0.000153","0.002594","0.002663"
"867","0.033962","0.006259","0.001153","0.010263","0.000478","0.002287","0.044758","0.000035","0.000138","0.002484","0.002823"
"868","0.033942","0.006253","0.001152","0.010580","0.000161","0.002533","0.044372","0.000082","0.000069","0.002284","0.003120"
"869","0.033923","0.006248","0.001151","0.010442","0.000181","0.002621","0.044228","0.000374","0.000158","0.002126","0.003110"
"870","0.033903","0.006243","0.001149","0.010586","0.000101","0.002389","0.043902","0.000322","0.000031","0.002253","0.003224"
"871","0.033884","0.006237","0.001148","0.010706","0.000471","0.002096","0.043686","0.000318","0.000309","0.002112","0.003447"
"872","0.033864","0.006232","0.001147","0.010843","0.000043","0.002242","0.043243","0.000034","0.000546","0.001738","0.003652"
"873","0.033845","0.006226","0.001145","0.011095","0.000042","0.002066","0.043105","0.000253","0.000649","0.002111","0.003780"
"874","0.033826","0.006221","0.001144","0.011120","0.000336","0.002321","0.042808","0.000455","0.000317","0.002155","0.004053"
"875","0.033806","0.006216","0.001143","0.010638","0.000177","0.002308","0.042614","0.000425","0.000475","0.001836","0.004166"
"876","0.033787","0.006210","0.001142","0.010306","0.000314","0.002256","0.042200","0.000088","0.000587","0.001659","0.004162"
"877","0.033768","0.006205","0.001140","0.010461","0.000073","0.002628","0.042040","0.000378","0.000730","0.002094","0.004506"
"878","0.033748","0.006200","0.001139","0.010648","0.000248","0.002625","0.041686","0.000357","0.000530","0.002030","0.004501"
"879","0.033729","0.006195","0.001138","0.010527","0.000149","0.002539","0.041444","0.000516","0.000647","0.002032","0.004211"
"880","0.033710","0.006189","0.001136","0.010570","0.000490","0.002271","0.040978","0.000185","0.000574","0.002009","0.004156"
"881","0.033691","0.006184","0.001135","0.010841","0.000098","0.002470","0.040839","0.000453","0.000634","0.002282","0.004071"
"882","0.033672","0.006179","0.001134","0.011097","0.000101","0.002962","0.040556","0.000523","0.000143","0.002436","0.004160"
"883","0.033653","0.006173","0.001133","0.011021","0.000493","0.002732","0.040369","0.000484","0.000208","0.002800","0.003914"
"884","0.033634","0.006168","0.001131","0.011160","0.000582","0.002896","0.039973","0.000192","0.000316","0.002701","0.003536"
"885","0.033615","0.006163","0.001130","0.010793","0.000503","0.002844","0.039816","0.000473","0.000513","0.002290","0.003489"
"886","0.033596","0.006158","0.001129","0.011109","0.000299","0.003224","0.039477","0.000460","0.000333","0.002246","0.003430"
"887","0.033577","0.006153","0.001127","0.010928","0.000551","0.002848","0.039246","0.000492","0.000524","0.002088","0.003116"
"888","0.033558","0.006147","0.001126","0.010642","0.000377","0.002867","0.038797","0.000062","0.000968","0.002156","0.003147"
"889","0.033539","0.006142","0.001125","0.010469","0.000180","0.003232","0.038648","0.000237","0.000839","0.002199","0.003179"
"890","0.033520","0.006137","0.001124","0.010525","0.000344","0.003373","0.038338","0.000450","0.000596","0.001898","0.003390"
"891","0.033501","0.006132","0.001122","0.010503","0.000366","0.003265","0.038129","0.000691","0.000489","0.001847","0.003310"
"892","0.033482","0.006127","0.001121","0.010438","0.000795","0.003084","0.037708","0.000381","0.000144","0.001529","0.003403"
"893","0.033464","0.006122","0.001120","0.010092","0.000457","0.003339","0.037535","0.000693","0.000234","0.001476","0.003384"
"894","0.033445","0.006116","0.001119","0.010206","0.000510","0.003211","0.037169","0.000462","0.000272","0.001700","0.003005"
"895","0.033426","0.006111","0.001117","0.009739","0.000294","0.003013","0.036912","0.000291","0.000426","0.001602","0.003230"
"896","0.033408","0.006106","0.001116","0.009773","0.000523","0.003131","0.036442","0.000024","0.000031","0.001667","0.002799"
"897","0.033389","0.006101","0.001115","0.009818","0.000420","0.003184","0.036298","0.000226","0.000206","0.001995","0.002967"
"898","0.033370","0.006096","0.001114","0.009886","0.000294","0.003628","0.036036","0.000238","0.000491","0.001854","0.003005"
"899","0.033352","0.006091","0.001112","0.009916","0.000592","0.003295","0.035858","0.000192","0.000767","0.001810","0.003339"
"900","0.033333","0.006086","0.001111","0.009452","0.000559","0.003349","0.035488","0.000146","0.000622","0.001378","0.003354"
"901","0.033315","0.006081","0.001110","0.009571","0.000383","0.003175","0.035334","0.000094","0.000860","0.001280","0.003715"
"902","0.033296","0.006076","0.001109","0.009502","0.000074","0.003452","0.035019","0.000031","0.000599","0.001730","0.003371"
"903","0.033278","0.006071","0.001107","0.009181","0.000195","0.003308","0.034803","0.000068","0.000832","0.001440","0.003363"
"904","0.033260","0.006066","0.001106","0.009454","0.000653","0.003194","0.034381","0.000325","0.001178","0.001218","0.003465"
"905","0.033241","0.006061","0.001105","0.009443","0.000358","0.003479","0.034232","0.000108","0.001188","0.000837","0.002991"
"906","0.033223","0.006056","0.001104","0.009723","0.000423","0.003490","0.033944","0.000150","0.001464","0.001080","0.003167"
"907","0.033204","0.006051","0.001103","0.009789","0.000315","0.003303","0.033747","0.000418","0.001184","0.001071","0.002967"
"908","0.033186","0.006046","0.001101","0.009659","0.000649","0.003017","0.033352","0.000156","0.000950","0.000707","0.003010"
"909","0.033168","0.006041","0.001100","0.009799","0.000235","0.003157","0.033184","0.000499","0.000923","0.000913","0.003332"
"910","0.033150","0.006036","0.001099","0.010106","0.000166","0.002941","0.032843","0.000328","0.001036","0.000581","0.002851"
"911","0.033131","0.006031","0.001098","0.010186","0.000457","0.002647","0.032604","0.000182","0.000862","0.000482","0.003001"
"912","0.033113","0.006026","0.001096","0.009919","0.000560","0.002685","0.032161","0.000286","0.000532","0.000252","0.003046"
"913","0.033095","0.006021","0.001095","0.009666","0.000377","0.002613","0.032009","0.000224","0.000828","0.000270","0.002765"
"914","0.033077","0.006016","0.001094","0.009889","0.000139","0.002963","0.031734","0.000090","0.000547","0.000346","0.002689"
"915","0.033059","0.006011","0.001093","0.009923","0.000322","0.002559","0.031543","0.000030","0.000892","0.000474","0.002963"
"916","0.033041","0.006006","0.001092","0.009538","0.000173","0.002477","0.031164","0.000072","0.001167","0.000219","0.003253"
"917","0.033023","0.006001","0.001091","0.009819","0.000094","0.002198","0.030999","0.000366","0.001093","0.000051","0.002989"
"918","0.033005","0.005996","0.001089","0.009822","0.000056","0.002344","0.030672","0.000356","0.001282","0.000298","0.003192"
"919","0.032987","0.005991","0.001088","0.009821","0.000068","0.002134","0.030442","0.000328","0.001049","0.000313","0.002793"
"920","0.032969","0.005986","0.001087","0.010168","0.000321","0.001911","0.030014","0.000054","0.000680","0.000233","0.002968"
"921","0.032951","0.005981","0.001086","0.010160","0.000053","0.002094","0.029855","0.000160","0.000643","0.000288","0.003063"
"922","0.032933","0.005977","0.001085","0.010516","0.000094","0.002000","0.029555","0.000295","0.000798","0.000681","0.002614"
"923","0.032915","0.005972","0.001083","0.010800","0.000317","0.001732","0.029344","0.000197","0.000803","0.000335","0.002653"
"924","0.032898","0.005967","0.001082","0.010775","0.000100","0.001361","0.028942","0.000177","0.000700","0.000240","0.002674"
"925","0.032880","0.005962","0.001081","0.010703","0.000377","0.001366","0.028763","0.000040","0.000857","0.000190","0.002854"
"926","0.032862","0.005957","0.001080","0.010904","0.000195","0.001750","0.028412","0.000053","0.001057","0.000513","0.002548"
"927","0.032844","0.005952","0.001079","0.010531","0.000395","0.001823","0.028159","0.000057","0.000721","0.000767","0.002804"
"928","0.032827","0.005948","0.001078","0.010594","0.000370","0.001770","0.027711","0.000381","0.000998","0.000818","0.003084"
"929","0.032809","0.005943","0.001076","0.010118","0.000746","0.001566","0.027554","0.000276","0.001329","0.000582","0.002737"
"930","0.032791","0.005938","0.001075","0.010416","0.000414","0.001815","0.027284","0.000142","0.001285","0.000745","0.002770"
"931","0.032774","0.005933","0.001074","0.009955","0.000471","0.001644","0.027093","0.000047","0.001061","0.000478","0.003055"
"932","0.032756","0.005928","0.001073","0.009806","0.000858","0.001474","0.026724","0.000165","0.001222","0.000523","0.003162"
"933","0.032739","0.005924","0.001072","0.009326","0.001013","0.001656","0.026555","0.000198","0.000761","0.000511","0.003584"
"934","0.032721","0.005919","0.001071","0.009178","0.000964","0.001680","0.026237","0.000124","0.001059","0.000498","0.003725"
