"Sample","N^-0.5","N^-0.75","N^-1","White Noise","Golden Ratio","Golden Ratio2","Blue Noise","Projective Blue Noise","Projective Blue Noise 2"
"846","0.034381","0.006375","0.001182","0.013002","0.001182","0.001182","0.007092","0.003546","0.010639"
"847","0.034360","0.006369","0.001181","0.013577","0.001771","0.001771","0.007674","0.004132","0.011216"
"848","0.034340","0.006364","0.001179","0.014151","0.001179","0.001179","0.008255","0.003538","0.010614"
"849","0.034320","0.006358","0.001178","0.013545","0.001767","0.000589","0.007656","0.004122","0.011190"
"850","0.034300","0.006352","0.001176","0.014117","0.001176","0.001176","0.008235","0.004706","0.011765"
"851","0.034280","0.006347","0.001175","0.013513","0.001763","0.001763","0.008813","0.004113","0.012339"
"852","0.034259","0.006341","0.001174","0.012910","0.001174","0.001174","0.009389","0.003521","0.012911"
"853","0.034239","0.006336","0.001172","0.013481","0.000586","0.000586","0.009965","0.002931","0.013482"
"854","0.034219","0.006330","0.001171","0.014051","0.001171","0.001171","0.010538","0.003513","0.014052"
"855","0.034199","0.006324","0.001170","0.013450","0.000585","0.001754","0.009941","0.002924","0.013451"
"856","0.034179","0.006319","0.001168","0.014018","0.000000","0.002336","0.010514","0.002336","0.014019"
"857","0.034159","0.006313","0.001167","0.014585","0.000584","0.001750","0.011085","0.002917","0.014586"
"858","0.034139","0.006308","0.001166","0.015151","0.000000","0.002331","0.010489","0.003496","0.015152"
"859","0.034120","0.006302","0.001164","0.015716","0.000582","0.001746","0.009895","0.002910","0.015716"
"860","0.034100","0.006297","0.001163","0.015116","0.001163","0.001163","0.010465","0.003488","0.016279"
"861","0.034080","0.006291","0.001161","0.015679","0.000581","0.001742","0.009872","0.002903","0.015680"
"862","0.034060","0.006286","0.001160","0.016241","0.000000","0.002320","0.010441","0.003480","0.016242"
"863","0.034040","0.006280","0.001159","0.015643","0.000579","0.002897","0.011008","0.004055","0.016802"
"864","0.034021","0.006275","0.001157","0.016203","0.000000","0.002315","0.010416","0.003472","0.017361"
"865","0.034001","0.006270","0.001156","0.016763","0.000578","0.001734","0.010982","0.004046","0.016763"
"866","0.033981","0.006264","0.001155","0.017321","0.000000","0.002309","0.010392","0.004619","0.016167"
"867","0.033962","0.006259","0.001153","0.016724","0.000577","0.002884","0.009804","0.004037","0.015571"
"868","0.033942","0.006253","0.001152","0.016129","0.000000","0.003456","0.010368","0.003456","0.014977"
"869","0.033923","0.006248","0.001151","0.016685","0.000575","0.002877","0.009781","0.002877","0.014385"
"870","0.033903","0.006243","0.001149","0.016092","0.000000","0.002299","0.010345","0.003448","0.014943"
"871","0.033884","0.006237","0.001148","0.016647","0.000574","0.001722","0.009759","0.002870","0.014352"
"872","0.033864","0.006232","0.001147","0.017201","0.000000","0.002294","0.009174","0.003440","0.014909"
"873","0.033845","0.006226","0.001145","0.017754","0.000573","0.001718","0.008591","0.002864","0.014319"
"874","0.033826","0.006221","0.001144","0.017162","0.000000","0.001144","0.008009","0.003432","0.013730"
"875","0.033806","0.006216","0.001143","0.016571","0.000571","0.001714","0.007428","0.004000","0.014286"
"876","0.033787","0.006210","0.001142","0.015981","0.001141","0.001142","0.007991","0.004566","0.014841"
"877","0.033768","0.006205","0.001140","0.016533","0.000570","0.001710","0.008552","0.005131","0.014253"
"878","0.033748","0.006200","0.001139","0.017084","0.000000","0.001139","0.007972","0.004556","0.014807"
"879","0.033729","0.006195","0.001138","0.017633","0.000569","0.001707","0.008532","0.005119","0.014221"
"880","0.033710","0.006189","0.001136","0.018181","0.001136","0.001136","0.007954","0.004545","0.013637"
"881","0.033691","0.006184","0.001135","0.017593","0.001703","0.000568","0.008513","0.005108","0.014189"
"882","0.033672","0.006179","0.001134","0.017006","0.001134","0.001134","0.009070","0.005669","0.013606"
"883","0.033653","0.006173","0.001133","0.016421","0.000566","0.001699","0.009626","0.005096","0.013024"
"884","0.033634","0.006168","0.001131","0.015837","0.001131","0.002262","0.010181","0.004525","0.013575"
"885","0.033615","0.006163","0.001130","0.015254","0.000565","0.001695","0.010734","0.003955","0.012995"
"886","0.033596","0.006158","0.001129","0.015801","0.001129","0.001129","0.010158","0.003386","0.012416"
"887","0.033577","0.006153","0.001127","0.015219","0.001691","0.000564","0.010710","0.002818","0.012965"
"888","0.033558","0.006147","0.001126","0.015765","0.002252","0.001126","0.010135","0.002252","0.012388"
"889","0.033539","0.006142","0.001125","0.015185","0.001687","0.001687","0.010686","0.001687","0.011811"
"890","0.033520","0.006137","0.001124","0.014606","0.001124","0.001124","0.010112","0.002247","0.012360"
"891","0.033501","0.006132","0.001122","0.015151","0.001683","0.001684","0.009540","0.001683","0.011785"
"892","0.033482","0.006127","0.001121","0.015695","0.002242","0.001121","0.010090","0.001121","0.012332"
"893","0.033464","0.006122","0.001120","0.016237","0.001680","0.001680","0.010638","0.000560","0.012878"
"894","0.033445","0.006116","0.001119","0.015660","0.001119","0.001119","0.011186","0.001118","0.012305"
"895","0.033426","0.006111","0.001117","0.015083","0.001676","0.001676","0.010614","0.001676","0.012850"
"896","0.033408","0.006106","0.001116","0.015625","0.002232","0.002232","0.011161","0.001116","0.012277"
"897","0.033389","0.006101","0.001115","0.015050","0.001672","0.001672","0.010591","0.001672","0.012821"
"898","0.033370","0.006096","0.001114","0.015590","0.002227","0.001114","0.011136","0.001113","0.013363"
"899","0.033352","0.006091","0.001112","0.016129","0.001668","0.001669","0.011680","0.000556","0.013905"
"900","0.033333","0.006086","0.001111","0.015555","0.002222","0.002222","0.011111","0.001111","0.013334"
"901","0.033315","0.006081","0.001110","0.014983","0.001665","0.001665","0.010544","0.000555","0.012764"
"902","0.033296","0.006076","0.001109","0.014412","0.002217","0.001109","0.009978","0.000000","0.012195"
"903","0.033278","0.006071","0.001107","0.013842","0.002768","0.001661","0.010520","0.000554","0.011628"
"904","0.033260","0.006066","0.001106","0.013274","0.002212","0.002212","0.011062","0.000000","0.011062"
"905","0.033241","0.006061","0.001105","0.012707","0.001657","0.002762","0.010497","0.000553","0.010498"
"906","0.033223","0.006056","0.001104","0.013245","0.001104","0.002208","0.009934","0.000000","0.011038"
"907","0.033204","0.006051","0.001103","0.013781","0.001654","0.002756","0.010474","0.000551","0.011577"
"908","0.033186","0.006046","0.001101","0.013216","0.002202","0.002203","0.011013","0.001101","0.011014"
"909","0.033168","0.006041","0.001100","0.012651","0.001650","0.002750","0.011551","0.000550","0.010451"
"910","0.033150","0.006036","0.001099","0.013187","0.001099","0.003297","0.010989","0.001099","0.010989"
"911","0.033131","0.006031","0.001098","0.013721","0.000549","0.003842","0.011526","0.001647","0.011526"
"912","0.033113","0.006026","0.001096","0.013158","0.001096","0.004386","0.010965","0.001097","0.010965"
"913","0.033095","0.006021","0.001095","0.013691","0.000547","0.003834","0.010405","0.000548","0.011501"
"914","0.033077","0.006016","0.001094","0.013129","0.001094","0.003282","0.010941","0.000000","0.010941"
"915","0.033059","0.006011","0.001093","0.013661","0.000546","0.003825","0.010382","0.000546","0.011476"
"916","0.033041","0.006006","0.001092","0.013100","0.001092","0.004367","0.010917","0.000000","0.010917"
"917","0.033023","0.006001","0.001091","0.012541","0.000545","0.003817","0.010360","0.000545","0.011451"
"918","0.033005","0.005996","0.001089","0.011982","0.000000","0.003268","0.009804","0.001089","0.011983"
"919","0.032987","0.005991","0.001088","0.011425","0.000544","0.003809","0.010337","0.000544","0.011426"
"920","0.032969","0.005986","0.001087","0.011956","0.000000","0.004348","0.010870","0.000000","0.011957"
"921","0.032951","0.005981","0.001086","0.011400","0.000543","0.004886","0.011401","0.000543","0.012487"
"922","0.032933","0.005977","0.001085","0.010846","0.001085","0.004338","0.010846","0.001085","0.011931"
"923","0.032915","0.005972","0.001083","0.011376","0.000542","0.003792","0.011376","0.000542","0.012460"
"924","0.032898","0.005967","0.001082","0.011904","0.000000","0.003247","0.010822","0.001082","0.011905"
"925","0.032880","0.005962","0.001081","0.012432","0.000540","0.002703","0.010270","0.000541","0.012433"
"926","0.032862","0.005957","0.001080","0.012959","0.000000","0.003240","0.009719","0.000000","0.011880"
"927","0.032844","0.005952","0.001079","0.013484","0.000540","0.002697","0.009169","0.000539","0.012406"
"928","0.032827","0.005948","0.001078","0.014008","0.000000","0.003233","0.008621","0.000000","0.011854"
"929","0.032809","0.005943","0.001076","0.014531","0.000538","0.002691","0.008073","0.000538","0.011303"
"930","0.032791","0.005938","0.001075","0.013978","0.001075","0.002151","0.007527","0.001075","0.010753"
"931","0.032774","0.005933","0.001074","0.014500","0.000537","0.001611","0.008056","0.000537","0.011279"
"932","0.032756","0.005928","0.001073","0.013948","0.000000","0.002146","0.008584","0.000000","0.011803"
"933","0.032739","0.005924","0.001072","0.013397","0.000536","0.002680","0.009110","0.000536","0.011254"
"934","0.032721","0.005919","0.001071","0.012848","0.000000","0.002141","0.008565","0.000000","0.010707"
"935","0.032703","0.005914","0.001070","0.013369","0.000535","0.001604","0.009091","0.000535","0.011230"
"936","0.032686","0.005909","0.001068","0.012820","0.000000","0.002137","0.008547","0.001069","0.010684"
"937","0.032669","0.005905","0.001067","0.013340","0.000534","0.002668","0.008004","0.000534","0.011206"
"938","0.032651","0.005900","0.001066","0.013859","0.000000","0.002132","0.007463","0.001066","0.010661"
"939","0.032634","0.005895","0.001065","0.013312","0.000533","0.001597","0.006922","0.000533","0.011183"
"940","0.032616","0.005891","0.001064","0.012766","0.000000","0.002128","0.007447","0.001064","0.010639"
"941","0.032599","0.005886","0.001063","0.013283","0.000531","0.001594","0.006907","0.001594","0.010096"
"942","0.032582","0.005881","0.001062","0.012738","0.000000","0.002123","0.006369","0.002123","0.010616"
"943","0.032564","0.005876","0.001060","0.013255","0.000530","0.001591","0.005832","0.002651","0.010075"
"944","0.032547","0.005872","0.001059","0.012711","0.000000","0.002119","0.006356","0.002119","0.010594"
"945","0.032530","0.005867","0.001058","0.013227","0.000529","0.001587","0.005820","0.002646","0.011112"
"946","0.032513","0.005862","0.001057","0.013742","0.001057","0.001057","0.006342","0.003171","0.010571"
"947","0.032496","0.005858","0.001056","0.014255","0.000528","0.001584","0.005808","0.002640","0.011088"
"948","0.032478","0.005853","0.001055","0.014768","0.000000","0.002110","0.005274","0.002110","0.011604"
"949","0.032461","0.005849","0.001054","0.015279","0.000527","0.002634","0.005795","0.001581","0.012118"
"950","0.032444","0.005844","0.001053","0.014736","0.000000","0.002105","0.005263","0.002105","0.011579"
"951","0.032427","0.005839","0.001052","0.014195","0.000526","0.001577","0.004732","0.001577","0.011041"
"952","0.032410","0.005835","0.001050","0.013655","0.001050","0.001050","0.005252","0.001051","0.011555"
"953","0.032393","0.005830","0.001049","0.013116","0.001574","0.001574","0.004722","0.001574","0.012068"
"954","0.032376","0.005826","0.001048","0.012578","0.001048","0.002096","0.005241","0.002097","0.012579"
"955","0.032359","0.005821","0.001047","0.012041","0.000523","0.001571","0.004712","0.002618","0.012042"
"956","0.032342","0.005816","0.001046","0.012552","0.001046","0.002092","0.004184","0.003138","0.011507"
"957","0.032325","0.005812","0.001045","0.012016","0.001567","0.001567","0.004702","0.003657","0.012017"
"958","0.032309","0.005807","0.001044","0.011482","0.001044","0.002088","0.005219","0.003132","0.011483"
"959","0.032292","0.005803","0.001043","0.010948","0.000521","0.001564","0.005735","0.002607","0.011992"
"960","0.032275","0.005798","0.001042","0.010416","0.001042","0.002083","0.006250","0.003125","0.012500"
"961","0.032258","0.005794","0.001041","0.010926","0.001561","0.002601","0.006764","0.002602","0.013008"
"962","0.032241","0.005789","0.001040","0.010394","0.001039","0.002079","0.006237","0.003119","0.013514"
"963","0.032225","0.005785","0.001038","0.010903","0.000519","0.002596","0.005711","0.003635","0.014019"
"964","0.032208","0.005780","0.001037","0.010373","0.000000","0.003112","0.006224","0.004149","0.014523"
"965","0.032191","0.005776","0.001036","0.009844","0.000518","0.003627","0.005699","0.003627","0.013990"
"966","0.032174","0.005771","0.001035","0.010351","0.000000","0.003106","0.006211","0.003106","0.014493"
"967","0.032158","0.005767","0.001034","0.010858","0.000517","0.002585","0.005688","0.002585","0.013961"
"968","0.032141","0.005762","0.001033","0.010330","0.001033","0.003099","0.005165","0.002066","0.014463"
"969","0.032125","0.005758","0.001032","0.010835","0.000516","0.003612","0.004644","0.001548","0.013932"
"970","0.032108","0.005753","0.001031","0.011340","0.000000","0.004124","0.004124","0.001031","0.013402"
"971","0.032092","0.005749","0.001030","0.010813","0.000515","0.003605","0.004634","0.000515","0.012874"
"972","0.032075","0.005744","0.001029","0.010288","0.000000","0.003086","0.005144","0.001029","0.012346"
"973","0.032059","0.005740","0.001028","0.009763","0.000514","0.002569","0.005653","0.001542","0.011819"
"974","0.032042","0.005736","0.001027","0.010266","0.000000","0.003080","0.006160","0.002053","0.012321"
"975","0.032026","0.005731","0.001026","0.010769","0.000513","0.003590","0.005641","0.002564","0.012821"
"976","0.032009","0.005727","0.001025","0.011270","0.001025","0.003074","0.005123","0.002049","0.012295"
"977","0.031993","0.005722","0.001024","0.011770","0.000512","0.003582","0.005629","0.002559","0.011771"
"978","0.031976","0.005718","0.001022","0.012269","0.000000","0.003067","0.005112","0.003068","0.012270"
"979","0.031960","0.005714","0.001021","0.012768","0.000511","0.002554","0.004597","0.002554","0.011747"
"980","0.031944","0.005709","0.001020","0.013265","0.000000","0.002041","0.004082","0.002041","0.011225"
"981","0.031928","0.005705","0.001019","0.013761","0.000510","0.002548","0.004587","0.002549","0.010704"
"982","0.031911","0.005701","0.001018","0.013238","0.001018","0.003055","0.004073","0.003055","0.011202"
"983","0.031895","0.005696","0.001017","0.012716","0.000509","0.002543","0.004578","0.003561","0.011699"
"984","0.031879","0.005692","0.001016","0.013211","0.001016","0.002033","0.005081","0.003049","0.011179"
"985","0.031863","0.005688","0.001015","0.012690","0.000508","0.002538","0.004568","0.002538","0.010660"
"986","0.031846","0.005683","0.001014","0.013184","0.001014","0.003043","0.004057","0.003043","0.010142"
"987","0.031830","0.005679","0.001013","0.013677","0.000507","0.002533","0.003546","0.003546","0.010639"
"988","0.031814","0.005675","0.001012","0.013157","0.001012","0.002024","0.003036","0.004049","0.011134"
"989","0.031798","0.005670","0.001011","0.013650","0.001517","0.002528","0.003539","0.004550","0.010617"
"990","0.031782","0.005666","0.001010","0.013131","0.001010","0.003030","0.004040","0.005050","0.010101"
"991","0.031766","0.005662","0.001009","0.013622","0.000505","0.003532","0.003532","0.004541","0.009587"
"992","0.031750","0.005657","0.001008","0.013104","0.000000","0.003024","0.003024","0.005040","0.010081"
"993","0.031734","0.005653","0.001007","0.012587","0.000504","0.003525","0.003525","0.004532","0.009567"
"994","0.031718","0.005649","0.001006","0.013078","0.001006","0.003018","0.004024","0.004024","0.009055"
"995","0.031702","0.005645","0.001005","0.012562","0.001508","0.002513","0.004523","0.003518","0.008543"
"996","0.031686","0.005640","0.001004","0.013052","0.001004","0.002008","0.005020","0.004016","0.008033"
"997","0.031670","0.005636","0.001003","0.013540","0.000502","0.002508","0.005517","0.004514","0.008526"
"998","0.031654","0.005632","0.001002","0.014027","0.001002","0.003006","0.005010","0.004008","0.008016"
"999","0.031639","0.005628","0.001001","0.013513","0.000501","0.002503","0.005506","0.004505","0.007508"
"1000","0.031623","0.005623","0.001000","0.013999","0.001000","0.002000","0.005000","0.004000","0.007000"

