"Sample","N^-0.5","N^-0.75","N^-1","White Noise","Golden Ratio","Golden Ratio2","Blue Noise","Projective Blue Noise","Projective Blue Noise 2"
"344","0.053916","0.012519","0.002907","0.002907","0.000000","0.002907","0.002907","0.011628","0.000000"
"345","0.053838","0.012492","0.002899","0.001449","0.001449","0.001449","0.004348","0.013043","0.001449"
"346","0.053760","0.012465","0.002890","0.002890","0.000000","0.000000","0.002890","0.011561","0.000000"
"347","0.053683","0.012438","0.002882","0.001441","0.001441","0.001441","0.001441","0.010086","0.001441"
"348","0.053606","0.012411","0.002874","0.000000","0.000000","0.000000","0.002874","0.008621","0.000000"
"349","0.053529","0.012385","0.002865","0.001433","0.001433","0.001433","0.001433","0.010029","0.001433"
"350","0.053452","0.012358","0.002857","0.000000","0.002857","0.000000","0.000000","0.008571","0.000000"
"351","0.053376","0.012332","0.002849","0.001425","0.004273","0.001425","0.001424","0.007122","0.001424"
"352","0.053300","0.012305","0.002841","0.002841","0.002841","0.000000","0.002841","0.008523","0.000000"
"353","0.053225","0.012279","0.002833","0.001417","0.001416","0.001416","0.004249","0.007082","0.001417"
"354","0.053149","0.012253","0.002825","0.002825","0.002825","0.000000","0.005650","0.005650","0.002825"
"355","0.053074","0.012227","0.002817","0.001408","0.001408","0.001409","0.004225","0.007042","0.004225"
"356","0.053000","0.012201","0.002809","0.000000","0.002809","0.000000","0.005618","0.005618","0.005618"
"357","0.052926","0.012176","0.002801","0.001401","0.001400","0.001400","0.007003","0.007003","0.004202"
"358","0.052852","0.012150","0.002793","0.000000","0.002793","0.000000","0.008380","0.008380","0.002793"
"359","0.052778","0.012125","0.002786","0.001393","0.004178","0.001393","0.009749","0.006964","0.001393"
"360","0.052705","0.012100","0.002778","0.002778","0.002778","0.002778","0.008333","0.008333","0.000000"
"361","0.052632","0.012075","0.002770","0.004155","0.001385","0.004155","0.009695","0.006925","0.001385"
"362","0.052559","0.012049","0.002762","0.002762","0.000000","0.002763","0.011050","0.005525","0.002763"
"363","0.052486","0.012025","0.002755","0.001377","0.001377","0.004133","0.009642","0.006887","0.001378"
"364","0.052414","0.012000","0.002747","0.002747","0.000000","0.002748","0.010989","0.005494","0.002747"
"365","0.052342","0.011975","0.002740","0.004110","0.001370","0.001370","0.012329","0.004109","0.004110"
"366","0.052271","0.011951","0.002732","0.005464","0.000000","0.002733","0.013661","0.005464","0.002732"
"367","0.052200","0.011926","0.002725","0.004087","0.001362","0.004087","0.014986","0.006812","0.004087"
"368","0.052129","0.011902","0.002717","0.002717","0.000000","0.005435","0.013587","0.005435","0.005435"
"369","0.052058","0.011878","0.002710","0.001355","0.001355","0.004065","0.012195","0.006775","0.004065"
"370","0.051988","0.011854","0.002703","0.002703","0.002703","0.005406","0.010811","0.008108","0.005405"
"371","0.051917","0.011830","0.002695","0.004043","0.001348","0.004043","0.009434","0.009434","0.006739"
"372","0.051848","0.011806","0.002688","0.002688","0.000000","0.005377","0.008064","0.008064","0.005376"
"373","0.051778","0.011782","0.002681","0.001341","0.001341","0.004022","0.009383","0.009383","0.006703"
"374","0.051709","0.011758","0.002674","0.002674","0.002674","0.002674","0.008021","0.010695","0.005348"
"375","0.051640","0.011735","0.002667","0.004000","0.001333","0.004000","0.006666","0.012000","0.004000"
"376","0.051571","0.011711","0.002660","0.005319","0.002660","0.005319","0.007979","0.013298","0.005319"
"377","0.051503","0.011688","0.002653","0.006631","0.001326","0.003979","0.006631","0.014589","0.003979"
"378","0.051434","0.011665","0.002646","0.007937","0.002646","0.002646","0.005291","0.015873","0.005291"
"379","0.051367","0.011642","0.002639","0.006596","0.001319","0.003958","0.003958","0.014512","0.006596"
"380","0.051299","0.011619","0.002632","0.005263","0.002632","0.002632","0.002631","0.015789","0.007895"
"381","0.051232","0.011596","0.002625","0.006562","0.003937","0.001313","0.003937","0.017060","0.006562"
"382","0.051164","0.011573","0.002618","0.005236","0.005236","0.002618","0.002618","0.018324","0.005236"
"383","0.051098","0.011551","0.002611","0.003916","0.003917","0.001306","0.001305","0.016971","0.003917"
"384","0.051031","0.011528","0.002604","0.002604","0.002604","0.002604","0.002604","0.018229","0.005208"
"385","0.050965","0.011505","0.002597","0.003896","0.003896","0.001299","0.001299","0.016883","0.003896"
"386","0.050899","0.011483","0.002591","0.005181","0.002591","0.002591","0.002591","0.015544","0.002591"
"387","0.050833","0.011461","0.002584","0.003876","0.001292","0.001292","0.003876","0.014212","0.003876"
"388","0.050767","0.011439","0.002577","0.005155","0.002577","0.002578","0.005154","0.012886","0.002577"
"389","0.050702","0.011417","0.002571","0.006427","0.003856","0.001286","0.006427","0.014139","0.003856"
"390","0.050637","0.011395","0.002564","0.007692","0.005128","0.000000","0.005128","0.015384","0.005128"
"391","0.050572","0.011373","0.002558","0.008951","0.003836","0.001279","0.006394","0.014066","0.006394"
"392","0.050508","0.011351","0.002551","0.007653","0.005102","0.000000","0.005102","0.015306","0.007653"
"393","0.050443","0.011329","0.002545","0.006361","0.003817","0.001272","0.003817","0.013995","0.008906"
"394","0.050379","0.011308","0.002538","0.005076","0.005076","0.002538","0.005076","0.012690","0.010152"
"395","0.050315","0.011286","0.002532","0.006329","0.003798","0.001266","0.006329","0.011392","0.011393"
"396","0.050252","0.011265","0.002525","0.007576","0.002525","0.000000","0.007576","0.010101","0.010101"
"397","0.050189","0.011244","0.002519","0.006297","0.003778","0.001259","0.006297","0.008816","0.011335"
"398","0.050125","0.011222","0.002513","0.007538","0.005025","0.000000","0.007538","0.010050","0.012563"
"399","0.050063","0.011201","0.002506","0.008772","0.003760","0.001253","0.006266","0.008772","0.013785"
"400","0.050000","0.011180","0.002500","0.010000","0.002500","0.000000","0.005000","0.007500","0.015000"
"401","0.049938","0.011159","0.002494","0.008728","0.003741","0.001247","0.006234","0.006234","0.013716"
"402","0.049875","0.011139","0.002488","0.009950","0.004975","0.002487","0.007463","0.007463","0.014925"
"403","0.049814","0.011118","0.002481","0.008685","0.003722","0.001240","0.008685","0.008685","0.016129"
"404","0.049752","0.011097","0.002475","0.007426","0.004951","0.000000","0.009901","0.009901","0.017327"
"405","0.049690","0.011077","0.002469","0.008642","0.003704","0.001234","0.011111","0.011111","0.016050"
"406","0.049629","0.011056","0.002463","0.009852","0.004926","0.002463","0.012315","0.009852","0.014778"
"407","0.049568","0.011036","0.002457","0.008599","0.003685","0.001228","0.011056","0.008599","0.015971"
"408","0.049507","0.011016","0.002451","0.009804","0.002451","0.002451","0.012255","0.007353","0.017157"
"409","0.049447","0.010995","0.002445","0.008557","0.001222","0.001222","0.011002","0.006112","0.018338"
"410","0.049386","0.010975","0.002439","0.009756","0.002439","0.000000","0.009756","0.004878","0.019512"
"411","0.049326","0.010955","0.002433","0.010949","0.001216","0.001216","0.010949","0.003650","0.018248"
"412","0.049266","0.010935","0.002427","0.009709","0.000000","0.000000","0.009709","0.004854","0.019418"
"413","0.049207","0.010915","0.002421","0.008474","0.001211","0.001211","0.010896","0.003632","0.018160"
"414","0.049147","0.010896","0.002415","0.009662","0.000000","0.000000","0.012077","0.002415","0.016908"
"415","0.049088","0.010876","0.002410","0.010843","0.001205","0.001205","0.013253","0.001205","0.018072"
"416","0.049029","0.010856","0.002404","0.009615","0.000000","0.000000","0.012019","0.002404","0.019231"
"417","0.048970","0.010837","0.002398","0.008393","0.001199","0.001199","0.013189","0.001199","0.017986"
"418","0.048912","0.010817","0.002392","0.007177","0.002392","0.000000","0.014354","0.000000","0.016747"
"419","0.048853","0.010798","0.002387","0.005967","0.003580","0.001194","0.013126","0.001193","0.017900"
"420","0.048795","0.010779","0.002381","0.004762","0.002381","0.000000","0.011905","0.002381","0.019048"
"421","0.048737","0.010759","0.002375","0.003563","0.001188","0.001188","0.010689","0.003563","0.017815"
"422","0.048679","0.010740","0.002370","0.002370","0.002370","0.000000","0.009479","0.004739","0.016588"
"423","0.048622","0.010721","0.002364","0.003546","0.001182","0.001182","0.010638","0.005910","0.015367"
"424","0.048564","0.010702","0.002358","0.004717","0.000000","0.002359","0.009434","0.004717","0.016510"
"425","0.048507","0.010683","0.002353","0.005882","0.001176","0.003530","0.010588","0.005882","0.015294"
"426","0.048450","0.010665","0.002347","0.007042","0.002347","0.002348","0.011737","0.007042","0.014085"
"427","0.048393","0.010646","0.002342","0.005855","0.003513","0.001171","0.010539","0.008197","0.012881"
"428","0.048337","0.010627","0.002336","0.007009","0.002336","0.002337","0.009346","0.007009","0.011682"
"429","0.048280","0.010609","0.002331","0.005827","0.003496","0.001166","0.008158","0.008159","0.012821"
"430","0.048224","0.010590","0.002326","0.006977","0.002325","0.000000","0.006977","0.006977","0.011628"
"431","0.048168","0.010572","0.002320","0.008121","0.003480","0.001160","0.005800","0.005800","0.010441"
"432","0.048113","0.010553","0.002315","0.006944","0.002315","0.002315","0.006944","0.004630","0.009259"
"433","0.048057","0.010535","0.002309","0.005774","0.001155","0.003464","0.005774","0.003464","0.008083"
"434","0.048002","0.010517","0.002304","0.006912","0.002304","0.002304","0.006912","0.004608","0.006913"
"435","0.047946","0.010499","0.002299","0.005747","0.001149","0.003448","0.008046","0.003448","0.008046"
"436","0.047891","0.010481","0.002294","0.004587","0.000000","0.002294","0.006881","0.002294","0.009174"
"437","0.047836","0.010463","0.002288","0.005721","0.001144","0.003433","0.005721","0.001144","0.010298"
"438","0.047782","0.010445","0.002283","0.006849","0.000000","0.002283","0.004566","0.000000","0.009133"
"439","0.047727","0.010427","0.002278","0.005695","0.001139","0.001139","0.005695","0.001139","0.007973"
"440","0.047673","0.010409","0.002273","0.006818","0.000000","0.002273","0.004545","0.002273","0.009091"
"441","0.047619","0.010391","0.002268","0.007937","0.001134","0.003402","0.003401","0.001134","0.010204"
"442","0.047565","0.010374","0.002262","0.009050","0.000000","0.002263","0.004525","0.000000","0.011312"
"443","0.047511","0.010356","0.002257","0.007901","0.001128","0.001129","0.003386","0.001129","0.012416"
"444","0.047458","0.010339","0.002252","0.006757","0.000000","0.002252","0.002252","0.000000","0.013514"
"445","0.047405","0.010321","0.002247","0.007865","0.001124","0.003371","0.003371","0.001124","0.012360"
"446","0.047351","0.010304","0.002242","0.006727","0.000000","0.002242","0.002242","0.000000","0.011211"
"447","0.047298","0.010287","0.002237","0.005593","0.001118","0.003356","0.003356","0.001119","0.010067"
"448","0.047246","0.010269","0.002232","0.006696","0.000000","0.002232","0.004464","0.000000","0.011161"
"449","0.047193","0.010252","0.002227","0.007795","0.001114","0.003341","0.003341","0.001114","0.012250"
"450","0.047140","0.010235","0.002222","0.006667","0.000000","0.002222","0.002222","0.002222","0.011111"
"451","0.047088","0.010218","0.002217","0.007761","0.001109","0.001109","0.003326","0.003326","0.009978"
"452","0.047036","0.010201","0.002212","0.008850","0.002213","0.002213","0.004425","0.002212","0.011062"
"453","0.046984","0.010184","0.002208","0.009934","0.001104","0.003312","0.005519","0.001104","0.009934"
"454","0.046932","0.010167","0.002203","0.011013","0.000000","0.002203","0.006608","0.000000","0.008811"
"455","0.046881","0.010151","0.002198","0.009890","0.001099","0.001099","0.005495","0.001099","0.007693"
"456","0.046829","0.010134","0.002193","0.008772","0.000000","0.002193","0.006579","0.002193","0.006579"
"457","0.046778","0.010117","0.002188","0.009847","0.001094","0.001094","0.005470","0.001094","0.005471"
"458","0.046727","0.010101","0.002183","0.010917","0.002184","0.000000","0.004367","0.000000","0.006550"
"459","0.046676","0.010084","0.002179","0.011983","0.001090","0.001089","0.005447","0.001089","0.007626"
"460","0.046625","0.010068","0.002174","0.010870","0.002174","0.000000","0.004348","0.000000","0.008696"
"461","0.046575","0.010051","0.002169","0.011931","0.003254","0.001085","0.003254","0.001085","0.009762"
"462","0.046524","0.010035","0.002165","0.012987","0.002165","0.002165","0.002165","0.002164","0.008658"
"463","0.046474","0.010019","0.002160","0.011879","0.003240","0.001080","0.001080","0.001080","0.007560"
"464","0.046424","0.010003","0.002155","0.010776","0.002155","0.000000","0.002155","0.002155","0.008621"
"465","0.046374","0.009986","0.002151","0.011828","0.003226","0.001076","0.003226","0.001075","0.009678"
"466","0.046324","0.009970","0.002146","0.012876","0.002146","0.000000","0.004292","0.002146","0.010730"
"467","0.046274","0.009954","0.002141","0.013919","0.001071","0.001070","0.003212","0.003212","0.009636"
"468","0.046225","0.009938","0.002137","0.014957","0.000000","0.000000","0.004274","0.002137","0.010684"
"469","0.046176","0.009922","0.002132","0.015992","0.001066","0.001066","0.003198","0.001066","0.011727"
"470","0.046127","0.009907","0.002128","0.017021","0.002128","0.002128","0.002128","0.000000","0.012766"
"471","0.046078","0.009891","0.002123","0.018047","0.001062","0.001062","0.003185","0.001062","0.011678"
"472","0.046029","0.009875","0.002119","0.019068","0.002119","0.002119","0.002119","0.000000","0.012712"
"473","0.045980","0.009859","0.002114","0.017970","0.003171","0.001057","0.001057","0.001057","0.011628"
"474","0.045932","0.009844","0.002110","0.018987","0.002110","0.002110","0.000000","0.002110","0.012659"
"475","0.045883","0.009828","0.002105","0.020000","0.001053","0.001053","0.001053","0.001053","0.011579"
"476","0.045835","0.009813","0.002101","0.018908","0.000000","0.000000","0.000000","0.002101","0.010505"
"477","0.045787","0.009797","0.002096","0.019916","0.001048","0.001049","0.001048","0.001048","0.009434"
"478","0.045739","0.009782","0.002092","0.020920","0.000000","0.000000","0.000000","0.000000","0.010461"
"479","0.045691","0.009767","0.002088","0.021921","0.001044","0.001044","0.001044","0.001044","0.009395"
"480","0.045644","0.009751","0.002083","0.022917","0.000000","0.002083","0.000000","0.000000","0.008334"
"481","0.045596","0.009736","0.002079","0.023908","0.001040","0.001039","0.001040","0.001039","0.007277"
"482","0.045549","0.009721","0.002075","0.022822","0.002075","0.000000","0.000000","0.000000","0.008299"
"483","0.045502","0.009706","0.002070","0.023809","0.001035","0.001035","0.001035","0.001035","0.009317"
"484","0.045455","0.009691","0.002066","0.022727","0.000000","0.000000","0.002066","0.000000","0.008265"
"485","0.045408","0.009676","0.002062","0.021649","0.001031","0.001031","0.001031","0.001031","0.009279"
"486","0.045361","0.009661","0.002058","0.022634","0.002058","0.000000","0.002058","0.000000","0.010288"
"487","0.045314","0.009646","0.002053","0.023614","0.001027","0.001026","0.003080","0.001027","0.011294"
"488","0.045268","0.009631","0.002049","0.024590","0.000000","0.002049","0.004098","0.002049","0.010246"
"489","0.045222","0.009617","0.002045","0.023517","0.001023","0.001022","0.005112","0.003067","0.011248"
"490","0.045175","0.009602","0.002041","0.022449","0.000000","0.000000","0.006122","0.004082","0.012245"
"491","0.045129","0.009587","0.002037","0.021385","0.001019","0.001018","0.005092","0.005092","0.011202"
"492","0.045083","0.009573","0.002033","0.020325","0.000000","0.002032","0.004065","0.006097","0.010163"
"493","0.045038","0.009558","0.002028","0.019270","0.001014","0.001014","0.003043","0.005071","0.011156"
"494","0.044992","0.009543","0.002024","0.018219","0.000000","0.002024","0.002024","0.006073","0.012146"
"495","0.044947","0.009529","0.002020","0.017172","0.001010","0.003030","0.003030","0.007071","0.013132"
"496","0.044901","0.009515","0.002016","0.018145","0.002016","0.002016","0.002016","0.006048","0.014113"
"497","0.044856","0.009500","0.002012","0.017103","0.001006","0.001006","0.003018","0.005030","0.015091"
"498","0.044811","0.009486","0.002008","0.018072","0.000000","0.000000","0.002008","0.006024","0.014057"
"499","0.044766","0.009472","0.002004","0.017034","0.001002","0.001002","0.001002","0.007014","0.013026"
"500","0.044721","0.009457","0.002000","0.018000","0.000000","0.000000","0.000000","0.006000","0.012000"
"501","0.044677","0.009443","0.001996","0.016966","0.000998","0.000998","0.000998","0.004990","0.012974"
"502","0.044632","0.009429","0.001992","0.017928","0.001992","0.000000","0.001992","0.003984","0.011952"
"503","0.044588","0.009415","0.001988","0.018887","0.000994","0.000994","0.000994","0.004970","0.012923"
"504","0.044544","0.009401","0.001984","0.019841","0.000000","0.001984","0.001984","0.005952","0.011905"
"505","0.044499","0.009387","0.001980","0.020792","0.000990","0.000990","0.002970","0.004950","0.012872"
"506","0.044455","0.009373","0.001976","0.021739","0.000000","0.001976","0.003953","0.005929","0.011858"
"507","0.044412","0.009359","0.001972","0.020710","0.000986","0.002958","0.002959","0.006903","0.010848"
"508","0.044368","0.009345","0.001969","0.019685","0.000000","0.003937","0.003937","0.007874","0.009843"
"509","0.044324","0.009332","0.001965","0.020629","0.000982","0.002947","0.004912","0.006876","0.008841"
"510","0.044281","0.009318","0.001961","0.019608","0.001961","0.001961","0.003922","0.005882","0.009804"
"511","0.044237","0.009304","0.001957","0.020548","0.000979","0.002935","0.002935","0.006849","0.010763"
"512","0.044194","0.009291","0.001953","0.019531","0.000000","0.001953","0.003906","0.007812","0.009766"
"513","0.044151","0.009277","0.001949","0.018518","0.000975","0.002924","0.004873","0.008772","0.008772"
"514","0.044108","0.009264","0.001946","0.017510","0.001946","0.001945","0.005837","0.009728","0.009728"
"515","0.044065","0.009250","0.001942","0.018447","0.000971","0.002912","0.004854","0.010679","0.008738"
"516","0.044023","0.009237","0.001938","0.017442","0.001938","0.003876","0.005814","0.011628","0.009690"
"517","0.043980","0.009223","0.001934","0.016441","0.000967","0.002901","0.004836","0.010638","0.008704"
"518","0.043937","0.009210","0.001931","0.017374","0.000000","0.001930","0.005792","0.011583","0.009653"
"519","0.043895","0.009197","0.001927","0.016378","0.000964","0.000963","0.006744","0.010597","0.010598"
"520","0.043853","0.009183","0.001923","0.017308","0.000000","0.001923","0.007692","0.009615","0.009616"
"521","0.043811","0.009170","0.001919","0.016315","0.000960","0.000959","0.006718","0.008637","0.008637"
"522","0.043769","0.009157","0.001916","0.017241","0.001916","0.001915","0.005747","0.007663","0.007663"
"523","0.043727","0.009144","0.001912","0.018164","0.002868","0.000956","0.006692","0.008604","0.006692"
"524","0.043685","0.009131","0.001908","0.017175","0.001909","0.001908","0.005725","0.009542","0.005725"
"525","0.043644","0.009118","0.001905","0.018095","0.000953","0.002857","0.006667","0.010476","0.004762"
"526","0.043602","0.009105","0.001901","0.019011","0.001901","0.001901","0.007605","0.009506","0.003803"
"527","0.043561","0.009092","0.001898","0.018027","0.000949","0.000948","0.008539","0.010436","0.002847"
"528","0.043519","0.009079","0.001894","0.018939","0.001894","0.001894","0.007576","0.011364","0.003788"
"529","0.043478","0.009066","0.001890","0.019849","0.000945","0.002835","0.006616","0.010397","0.002836"
"530","0.043437","0.009053","0.001887","0.018868","0.001887","0.001887","0.007547","0.009434","0.003774"
"531","0.043396","0.009040","0.001883","0.017891","0.000942","0.000941","0.006591","0.010358","0.002825"
"532","0.043355","0.009027","0.001880","0.016917","0.000000","0.001879","0.005639","0.009398","0.001880"
"533","0.043315","0.009015","0.001876","0.017824","0.000938","0.000938","0.006567","0.008443","0.002814"
"534","0.043274","0.009002","0.001873","0.016854","0.000000","0.001872","0.007491","0.007491","0.001873"
"535","0.043234","0.008989","0.001869","0.015888","0.000935","0.000934","0.006542","0.008411","0.002804"
"536","0.043193","0.008977","0.001866","0.016791","0.000000","0.001865","0.005597","0.007463","0.003732"
"537","0.043153","0.008964","0.001862","0.017691","0.000931","0.000931","0.004655","0.006518","0.004656"
"538","0.043113","0.008952","0.001859","0.018587","0.001859","0.000000","0.005576","0.005576","0.005576"
"539","0.043073","0.008939","0.001855","0.017625","0.000928","0.000928","0.004638","0.004638","0.006494"
"540","0.043033","0.008927","0.001852","0.016667","0.000000","0.000000","0.005556","0.003704","0.005556"
"541","0.042993","0.008915","0.001848","0.015712","0.000924","0.000924","0.004621","0.002772","0.006470"
"542","0.042954","0.008902","0.001845","0.016605","0.000000","0.000000","0.003690","0.003690","0.007380"
"543","0.042914","0.008890","0.001842","0.015654","0.000921","0.000921","0.002762","0.002762","0.008287"
"544","0.042875","0.008878","0.001838","0.014706","0.000000","0.001838","0.001838","0.003676","0.009191"
"545","0.042835","0.008865","0.001835","0.015596","0.000917","0.000917","0.002752","0.004587","0.010092"
"546","0.042796","0.008853","0.001832","0.016483","0.000000","0.000000","0.001831","0.005494","0.009158"
"547","0.042757","0.008841","0.001828","0.015539","0.000914","0.000914","0.002742","0.004570","0.010055"
"548","0.042718","0.008829","0.001825","0.014599","0.000000","0.000000","0.003650","0.005474","0.009124"
"549","0.042679","0.008817","0.001821","0.015483","0.000911","0.000911","0.004554","0.004554","0.010018"
"550","0.042640","0.008805","0.001818","0.016364","0.000000","0.000000","0.003636","0.003636","0.010909"
"551","0.042601","0.008793","0.001815","0.017241","0.000908","0.000908","0.002722","0.004537","0.009982"
"552","0.042563","0.008781","0.001812","0.016304","0.000000","0.000000","0.003623","0.005435","0.009058"
"553","0.042524","0.008769","0.001808","0.015371","0.000904","0.000904","0.002712","0.006329","0.009946"
"554","0.042486","0.008757","0.001805","0.016246","0.000000","0.000000","0.001805","0.005415","0.010831"
"555","0.042448","0.008745","0.001802","0.015315","0.000901","0.000901","0.002703","0.006306","0.009910"
"556","0.042409","0.008734","0.001799","0.014389","0.000000","0.000000","0.001799","0.007194","0.010792"
"557","0.042371","0.008722","0.001795","0.015260","0.000898","0.000897","0.000898","0.008079","0.009874"
"558","0.042333","0.008710","0.001792","0.016129","0.000000","0.000000","0.000000","0.007168","0.008961"
"559","0.042295","0.008698","0.001789","0.016995","0.000895","0.000894","0.000894","0.006261","0.008050"
"560","0.042258","0.008687","0.001786","0.017857","0.000000","0.001785","0.000000","0.005357","0.008929"
"561","0.042220","0.008675","0.001783","0.018717","0.000891","0.000891","0.000891","0.006239","0.009804"
"562","0.042182","0.008664","0.001779","0.019573","0.000000","0.001779","0.000000","0.005338","0.010676"
"563","0.042145","0.008652","0.001776","0.020426","0.000888","0.000888","0.000888","0.006217","0.011545"
"564","0.042108","0.008641","0.001773","0.019504","0.000000","0.001773","0.001773","0.007092","0.010638"
"565","0.042070","0.008629","0.001770","0.020354","0.000885","0.002655","0.002655","0.006195","0.009735"
"566","0.042033","0.008618","0.001767","0.021201","0.000000","0.003533","0.003534","0.005300","0.008834"
"567","0.041996","0.008606","0.001764","0.022046","0.000882","0.002645","0.004409","0.006173","0.007937"
"568","0.041959","0.008595","0.001761","0.021127","0.001760","0.001760","0.003521","0.005282","0.008803"
"569","0.041922","0.008584","0.001757","0.020211","0.002636","0.002636","0.002636","0.006151","0.007909"
"570","0.041885","0.008572","0.001754","0.021053","0.003509","0.001754","0.003509","0.007017","0.007018"
"571","0.041849","0.008561","0.001751","0.020140","0.002627","0.002627","0.004378","0.006130","0.007881"
"572","0.041812","0.008550","0.001748","0.019231","0.001748","0.001748","0.005245","0.005245","0.006993"
"573","0.041776","0.008539","0.001745","0.020070","0.002618","0.002618","0.004363","0.004363","0.006108"
"574","0.041739","0.008527","0.001742","0.020906","0.003484","0.001742","0.003484","0.003484","0.005227"
"575","0.041703","0.008516","0.001739","0.021739","0.002609","0.000869","0.002609","0.002609","0.004348"
"576","0.041667","0.008505","0.001736","0.022570","0.003472","0.000000","0.003472","0.003472","0.005208"
"577","0.041631","0.008494","0.001733","0.023397","0.004333","0.000866","0.002600","0.004333","0.004333"
"578","0.041595","0.008483","0.001730","0.024222","0.005190","0.001730","0.001730","0.003460","0.003460"
"579","0.041559","0.008472","0.001727","0.023316","0.004318","0.000863","0.002591","0.002591","0.002591"
"580","0.041523","0.008461","0.001724","0.024138","0.005172","0.001724","0.003448","0.003448","0.003448"
"581","0.041487","0.008450","0.001721","0.023236","0.006024","0.002582","0.002582","0.004303","0.004303"
"582","0.041451","0.008439","0.001718","0.022337","0.006873","0.001718","0.001718","0.005155","0.005155"
"583","0.041416","0.008428","0.001715","0.021441","0.006003","0.000857","0.002573","0.006003","0.006003"
"584","0.041380","0.008418","0.001712","0.022260","0.005137","0.000000","0.001712","0.005137","0.005137"
"585","0.041345","0.008407","0.001709","0.023077","0.005983","0.000854","0.000855","0.004273","0.005983"
"586","0.041310","0.008396","0.001706","0.022184","0.005119","0.000000","0.001707","0.005119","0.006826"
"587","0.041274","0.008385","0.001704","0.022998","0.004259","0.000851","0.002555","0.005962","0.005962"
"588","0.041239","0.008375","0.001701","0.022109","0.003401","0.000000","0.003401","0.005102","0.005102"
"589","0.041204","0.008364","0.001698","0.021222","0.004244","0.000849","0.002547","0.004244","0.004244"
"590","0.041169","0.008353","0.001695","0.020339","0.005085","0.001695","0.003390","0.003390","0.003390"
"591","0.041135","0.008343","0.001692","0.021151","0.004230","0.000846","0.002538","0.002538","0.002538"
"592","0.041100","0.008332","0.001689","0.020270","0.005068","0.001689","0.001689","0.001689","0.001689"
"593","0.041065","0.008322","0.001686","0.019393","0.004216","0.002529","0.002530","0.000843","0.002529"
"594","0.041030","0.008311","0.001684","0.020202","0.005050","0.003367","0.003367","0.000000","0.003367"
"595","0.040996","0.008301","0.001681","0.019328","0.004202","0.002521","0.004202","0.000840","0.004202"
"596","0.040962","0.008290","0.001678","0.018457","0.003356","0.001678","0.005034","0.000000","0.005034"
"597","0.040927","0.008280","0.001675","0.017588","0.004188","0.002512","0.004188","0.000837","0.005863"
"598","0.040893","0.008269","0.001672","0.016723","0.005017","0.001672","0.005017","0.000000","0.006689"
"599","0.040859","0.008259","0.001669","0.017529","0.004174","0.002504","0.004174","0.000835","0.007513"
"600","0.040825","0.008249","0.001667","0.016667","0.003333","0.001666","0.003333","0.000000","0.006667"
"601","0.040791","0.008238","0.001664","0.017471","0.004160","0.002496","0.004160","0.000832","0.007488"
"602","0.040757","0.008228","0.001661","0.016612","0.003322","0.003322","0.003322","0.000000","0.006645"
"603","0.040723","0.008218","0.001658","0.017413","0.002488","0.002487","0.004146","0.000829","0.007463"
"604","0.040689","0.008208","0.001656","0.016557","0.003311","0.001655","0.003311","0.000000","0.006623"
"605","0.040656","0.008198","0.001653","0.017356","0.002479","0.002479","0.002479","0.000826","0.007438"
"606","0.040622","0.008187","0.001650","0.016502","0.003300","0.003300","0.003300","0.000000","0.006601"
"607","0.040589","0.008177","0.001647","0.017298","0.002471","0.002471","0.004119","0.000824","0.007414"
"608","0.040555","0.008167","0.001645","0.018092","0.001645","0.003289","0.003290","0.000000","0.006579"
"609","0.040522","0.008157","0.001642","0.017242","0.000821","0.004105","0.004105","0.000821","0.007389"
"610","0.040489","0.008147","0.001639","0.018033","0.001639","0.003278","0.003279","0.001639","0.006557"
"611","0.040456","0.008137","0.001637","0.018822","0.000818","0.002455","0.004092","0.000818","0.007365"
"612","0.040423","0.008127","0.001634","0.017974","0.000000","0.001634","0.004902","0.000000","0.006536"
"613","0.040390","0.008117","0.001631","0.018760","0.000816","0.000815","0.004079","0.000816","0.005710"
"614","0.040357","0.008107","0.001629","0.019544","0.000000","0.001628","0.004886","0.001629","0.006515"
"615","0.040324","0.008097","0.001626","0.018699","0.000813","0.002439","0.004065","0.002439","0.005691"
"616","0.040291","0.008088","0.001623","0.017857","0.001623","0.001623","0.003247","0.003247","0.006494"
"617","0.040258","0.008078","0.001621","0.018639","0.000811","0.000810","0.004052","0.002431","0.007293"
"618","0.040226","0.008068","0.001618","0.019418","0.000000","0.001618","0.004855","0.001618","0.008091"
"619","0.040193","0.008058","0.001616","0.020194","0.000808","0.000808","0.005655","0.000808","0.008885"
"620","0.040161","0.008048","0.001613","0.020968","0.000000","0.000000","0.006452","0.000000","0.008065"
"621","0.040129","0.008039","0.001610","0.020129","0.000805","0.000805","0.007247","0.000805","0.008857"
"622","0.040096","0.008029","0.001608","0.019293","0.000000","0.000000","0.006431","0.001608","0.008039"
"623","0.040064","0.008019","0.001605","0.018459","0.000803","0.000803","0.007223","0.002408","0.008828"
"624","0.040032","0.008010","0.001603","0.017628","0.001603","0.001603","0.008013","0.001603","0.008013"
"625","0.040000","0.008000","0.001600","0.016800","0.000800","0.002400","0.008800","0.000800","0.008800"
"626","0.039968","0.007990","0.001597","0.015975","0.000000","0.001598","0.007988","0.001598","0.007987"
"627","0.039936","0.007981","0.001595","0.016747","0.000797","0.000798","0.008772","0.000798","0.008772"
